Node ID,X,Y
686,121.390653,31.25392
687,121.596002,31.245151
688,121.501551,31.209375
689,121.426865,31.154036
690,121.476407,31.258831
691,121.467456,31.251114
692,121.509765,31.237557
693,121.561469,31.196139
694,121.561624,31.167052
695,121.574232,31.262123
696,121.496164,31.163114
697,121.426591,31.198846
698,121.408415,31.264413
699,121.515533,31.255155
700,121.469998,31.23611
701,121.551963,31.226092
702,121.522239,31.235543
703,121.398168,31.194297
704,121.468912,31.238652
705,121.433882,31.222712
706,121.402537,31.261893
707,121.573855,31.213265
708,121.491796,31.246596
709,121.460201,31.294631
710,121.471421,31.225077
711,121.449452,31.21258
712,121.419907,31.212681
713,121.43305,31.208973
714,121.542359,31.239716
715,121.628577,31.194671
716,121.417602,31.218417
717,121.483411,31.255326
718,121.392973,31.185771
719,121.493626,31.253562
720,121.508683,31.236736
721,121.526174,31.226784
722,121.513928,31.29413
723,121.4344,31.134026
724,121.519172,31.301296
725,121.441254,31.254715
726,121.424286,31.272553
727,121.407275,31.208867
728,121.499908,31.259729
729,121.387512,31.196874
730,121.484509,31.234378
731,121.48523,31.258625
732,121.462174,31.243402
733,121.560086,31.220218
734,121.526428,31.199417
735,121.574474,31.169988
736,121.473576,31.225004
737,121.5081,31.202393
738,121.404876,31.17553
739,121.508576,31.261175
740,121.456585,31.178075
741,121.500525,31.249278
742,121.528093,31.287926
743,121.557101,31.162041
744,121.42007,31.191149
745,121.463162,31.241052
746,121.527663,31.303506
747,121.477398,31.234294
748,121.451576,31.286723
749,121.534914,31.241422
750,121.433214,31.195206
751,121.546733,31.270549
752,121.430393,31.139884
753,121.409568,31.161105
754,121.465023,31.280175
755,121.514979,31.170117
756,121.434451,31.295167
757,121.447061,31.279189
758,121.472891,31.20858
759,121.448213,31.183347
760,121.415831,31.239202
761,121.484198,31.287252
762,121.463387,31.163943
763,121.5856,31.240413
764,121.468296,31.229504
765,121.49965,31.220897
766,121.492701,31.173916
767,121.47521,31.257777
768,121.470534,31.203465
769,121.610789,31.206413
770,121.38787,31.227614
771,121.487688,31.240767
772,121.410581,31.219493
773,121.444101,31.254625
774,121.477366,31.234369
775,121.61864,31.195113
776,121.474956,31.233784
777,121.460124,31.235645
778,121.551654,31.223938
779,121.468962,31.253159
780,121.43657,31.159579
781,121.477186,31.230502
782,121.551669,31.242788
783,121.589071,31.247439
784,121.550386,31.251638
785,121.506026,31.199078
786,121.430598,31.248187
787,121.47285,31.243385
788,121.463808,31.263978
789,121.431778,31.192368
790,121.555966,31.203601
791,121.574992,31.197914
792,121.490237,31.214522
793,121.515374,31.229953
794,121.51029,31.157245
795,121.429692,31.188547
796,121.42311,31.207006
797,121.470871,31.253948
798,121.477491,31.289403
799,121.391802,31.182159
800,121.539118,31.290651
801,121.514337,31.265396
802,121.491035,31.147926
803,121.463443,31.220788
804,121.490587,31.282293
805,121.575933,31.218337
806,121.532297,31.287216
807,121.469559,31.175442
808,121.441028,31.169729
809,121.475116,31.233823
810,121.514217,31.274014
811,121.412808,31.136929
812,121.376517,31.21606
813,121.481668,31.155053
814,121.541628,31.211895
815,121.509252,31.29485
816,121.433887,31.134358
817,121.424031,31.207021
818,121.519881,31.240304
819,121.514644,31.211267
820,121.416072,31.196159
821,121.496415,31.251662
822,121.563117,31.192571
823,121.488149,31.23944
824,121.489396,31.294615
825,121.480579,31.165893
826,121.514811,31.240849
827,121.518249,31.227669
828,121.477168,31.198412
829,121.452072,31.240837
830,121.558163,31.228167
831,121.47904,31.250355
832,121.433559,31.255568
833,121.53429,31.158831
834,121.454495,31.176936
835,121.53036,31.194711
836,121.595532,31.218849
837,121.525009,31.237838
838,121.425341,31.165243
839,121.4686,31.267433
840,121.411709,31.178063
841,121.51867,31.15335
842,121.419342,31.162697
843,121.430956,31.271173
844,121.511145,31.24198
845,121.449591,31.202053
846,121.405457,31.231836
847,121.444852,31.174547
848,121.431213,31.240698
849,121.502578,31.179151
850,121.505653,31.217278
851,121.47274,31.145555
852,121.472848,31.208806
853,121.52831,31.198319
854,121.423681,31.205587
855,121.412611,31.151581
856,121.400957,31.280971
857,121.415262,31.2691
858,121.502684,31.210164
859,121.412338,31.287786
860,121.462972,31.163315
861,121.467496,31.147136
862,121.527207,31.240821
863,121.448119,31.259145
864,121.522591,31.211885
865,121.540144,31.187669
866,121.419042,31.290097
867,121.429126,31.288827
868,121.547244,31.199704
869,121.608816,31.191094
870,121.578452,31.260916
871,121.404186,31.158175
872,121.507116,31.232704
873,121.439245,31.276671
874,121.501531,31.214427
875,121.525866,31.169755
876,121.418066,31.288266
877,121.633118,31.19368
878,121.637,31.187582
879,121.432681,31.168328
880,121.403145,31.205929
881,121.559376,31.203912
882,121.403191,31.205888
883,121.621755,31.182244
884,121.577589,31.205154
885,121.431811,31.289259
886,121.461543,31.287377
887,121.491157,31.186155
888,121.521283,31.292128
889,121.565307,31.170958
890,121.535225,31.230418
891,121.376153,31.215434
892,121.518087,31.197242
893,121.566008,31.237977
894,121.438753,31.176355
895,121.429632,31.252686
896,121.518106,31.194347
897,121.48369,31.285919
898,121.529976,31.257011
899,121.554369,31.239167
900,121.545783,31.298055
901,121.427801,31.225953
902,121.562074,31.247585
903,121.545667,31.308453
904,121.521366,31.214517
905,121.47502,31.259738
906,121.538276,31.257534
907,121.619727,31.210018
908,121.425709,31.247257
909,121.584845,31.17614
910,121.439305,31.276612
911,121.491044,31.21547
912,121.508414,31.241456
913,121.417524,31.260571
914,121.571133,31.227178
915,121.558771,31.273157
916,121.430525,31.246872
917,121.489777,31.214452
918,121.576761,31.252986
919,121.587276,31.253279
920,121.376212,31.214259
921,121.47909,31.167545
922,121.447921,31.198396
