Link ID,From Node,To Node,LENGTH,ID,POSSPEED,ROADWIDTH,FC,DIR,PYNAME
9063,5729,10342,0.070287,10355,30,4,7,0,LAN TIAN LU
9064,5730,9280,0.204786,5139,50,12,4,0,ZHONG SHAN BEI 1 LU
9065,5730,5974,0.019994,5142,40,8,7,0,None
9066,5731,2922,0.067356,6388,30,6,7,0,JIANG XI BEI LU
9067,5731,2716,0.086316,6425,40,8,7,0,TIAN TONG LU
9068,5731,9098,0.117717,7345,30,8,7,0,JIANG XI BEI LU
9069,5732,7369,0.14527,15436,40,4,7,0,TIAN LIN DONG LU
9070,5733,3186,0.471044,76428,50,8,5,0,GAO KE ZHONG LU
9071,5733,1734,0.077928,79162,30,6,7,0,None
9072,5734,7304,0.123104,67007,50,12,6,0,LU JIA ZUI HUAN LU
9073,5734,6830,0.095959,66947,40,8,7,0,None
9074,5735,5056,0.185526,9428,40,8,7,0,SHAN XI NAN LU
9075,5735,8728,0.492109,14536,40,8,7,0,JIAN GUO XI LU
9076,5736,5366,0.211965,67536,20,3,7,0,None
9077,5737,7462,0.474682,57604,40,8,7,0,HONG SONG DONG LU
9078,5738,9968,0.354442,65813,60,12,6,0,DONG FANG LU
9079,5738,6139,0.645606,65752,60,12,6,0,DONG FANG LU
9080,5739,4802,0.187949,19409,50,8,4,0,LU BAN LU
9081,5739,9158,0.170113,19408,20,-1,10,0,None
9082,5740,5322,0.056506,6235,40,-1,7,0,None
9083,5740,2702,0.050895,6275,50,8,4,0,PING LIANG LU
9084,5741,10848,0.255646,13185,40,8,7,0,YU YAO LU
9085,5741,5805,0.095717,13188,40,8,7,0,YAN PING LU
9086,5742,9991,0.021915,20720,20,8,7,0,None
9087,5743,6984,2.924652,80368,70,16,1,0,ZHONG HUAN LU
9088,5743,3563,2.763847,80607,70,16,6,0,ZHONG HUAN LU
9089,5744,9241,0.024661,22285,40,8,7,0,GAO PING LU
9090,5744,8874,0.071008,46586,40,8,7,0,None
9091,5745,9368,0.181517,89780,20,-1,10,0,HOU TAN LU
9092,5746,7899,0.189411,6296,60,20,6,0,DA LIAN LU
9093,5746,599,0.022293,6080,50,8,7,0,None
9094,5747,10678,0.213466,65807,60,16,4,0,SHI JI DA DAO
9095,5748,349,0.617172,72854,30,8,7,0,HUA ZHONG LU
9096,5748,6119,0.365604,76795,30,4,7,0,None
9097,5749,1418,0.163687,42274,40,3,7,0,None
9098,5749,10822,0.697014,11686,40,4,7,0,KAI XUAN BEI LU
9099,5750,5098,0.02409,19043,30,4,7,0,None
9100,5750,5606,0.109302,18393,30,3,7,0,None
9101,5751,11176,0.016293,5184,60,12,6,0,None
9102,5751,4310,0.161441,4980,50,12,4,0,ZHONG SHAN BEI 1 LU
9103,5752,7520,0.073122,17911,50,12,4,0,YAN AN ZHONG LU
9104,5752,5667,0.016067,12024,50,-1,4,0,None
9105,5753,7743,0.151777,11487,60,8,6,0,LAN GAO LU
9106,5754,4421,0.008793,80264,50,8,7,0,HEI SONG LU
9107,5755,1536,0.132643,7134,40,8,7,0,TIAN BAO LU
9108,5755,2430,0.123005,4937,30,2,7,0,None
9109,5756,5939,0.358215,71677,50,8,6,0,YUN SHAN LU
9110,5756,8767,0.008382,71564,40,-1,7,0,None
9111,5757,2223,0.181906,65886,60,8,6,0,PU DONG NAN LU
9112,5758,9881,0.107459,21092,70,8,1,0,None
9113,5758,8363,0.808122,21091,70,16,1,0,ZHONG HUAN LU
9114,5759,5254,0.489135,89830,20,-1,10,0,XUE YE LU
9115,5760,2614,0.275532,42958,40,8,7,0,LONG CHANG LU
9116,5760,10486,0.307715,8308,50,8,7,0,PING LIANG LU
9117,5761,9582,0.624775,20316,70,12,1,0,YAN AN GAO JIA LU
9118,5762,11130,0.185023,4648,50,8,7,0,CHANG YANG LU
9119,5762,9165,0.233166,6140,30,6,7,0,QI QI HA ER LU
9120,5763,4788,0.007841,6838,50,8,7,0,None
9121,5763,6111,0.181287,6616,50,8,7,0,LONG CHANG LU
9122,5764,1912,0.111565,8262,30,5,7,0,ZHONG ZHOU LU
9123,5765,7672,0.069937,92716,40,6,7,0,REN MIN LU
9124,5765,2733,1.06431,92712,40,8,7,0,REN MIN LU SUI DAO
9125,5766,3580,0.080139,66340,60,-1,6,0,None
9126,5766,5060,0.063656,65872,60,9,6,0,PU JIAN LU
9127,5767,1440,0.286013,66036,40,8,7,0,PU CHENG LU
9128,5767,6994,0.237808,74420,50,8,7,0,PU DIAN LU
9129,5767,10794,0.006785,74357,40,4,7,0,None
9130,5768,5481,0.022476,6072,40,8,7,0,KUN MING LU
9131,5768,11242,0.235495,6073,60,20,6,0,DA LIAN LU
9132,5769,8555,0.008098,15794,50,8,7,0,None
9133,5769,789,0.301535,15780,40,8,7,0,YI SHAN LU
9134,5770,5700,0.180589,66277,50,12,6,0,MIN SHENG LU
9135,5771,7325,0.865053,21659,70,12,1,0,NAN PU DA QIAO
9136,5772,6857,0.646972,71448,50,13,7,0,JIN KE LU
9137,5772,6813,0.19831,71461,40,8,7,0,None
9138,5773,9148,0.312632,93005,40,4,6,0,None
9139,5774,5068,0.138366,21121,40,8,7,0,HUA SHAN LU
9140,5775,11344,0.12674,11901,30,6,7,0,TAN JIA QIAO LU
9141,5775,2763,0.274868,12125,30,6,7,0,TAN JIA QIAO LU
9142,5776,9468,0.008052,6476,40,8,7,0,None
9143,5776,1973,0.547157,6742,50,8,7,0,YING KOU LU
9144,5777,1778,0.027975,9377,70,8,6,0,None
9145,5778,6389,0.270945,76111,60,8,6,0,JIN QIAO LU
9146,5779,4424,0.654827,91167,60,15,5,0,HUA XIA XI LU
9147,5779,6804,0.01323,91174,30,3,7,0,LAO AN LU
9148,5781,6133,0.122888,80250,60,8,6,0,ZHANG JIANG LU
9149,5781,9670,0.064298,73963,30,6,7,0,None
9150,5782,9541,0.004439,19176,40,3,7,0,None
9151,5783,5108,0.087812,19228,40,8,7,0,XIN CUN LU
9152,5784,7992,0.029826,91285,40,8,6,0,None
9153,5785,7568,0.02896,17358,60,12,4,0,HONG QIAO LU
9154,5785,6716,0.011499,42019,60,6,7,0,None
9155,5786,4125,0.769277,92726,40,8,4,0,XIN GANG LU DI DAO
9156,5786,1527,0.330097,8232,60,8,6,0,SI PING LU
9157,5787,6178,0.099503,16996,50,8,7,0,GU BEI LU
9158,5787,2701,0.00794,16989,60,8,4,0,HONG QIAO LU
9159,5787,9685,0.176497,14835,50,17,4,0,YAN AN XI LU
9160,5788,6541,0.008903,11959,40,4,6,0,None
9161,5788,757,0.475653,11960,60,8,6,0,GUANG ZHONG XI LU
9162,5789,2084,0.006788,17994,40,4,6,0,None
9163,5789,4213,0.092009,13596,50,4,7,0,LI YUAN LU
9164,5790,6815,0.015854,65518,60,12,6,0,None
9165,5791,2464,0.249886,76749,30,6,7,0,None
9166,5791,1441,0.097403,76750,40,8,7,0,SHENG YUAN LU
9167,5793,5059,0.040782,91783,50,-1,4,0,None
9168,5793,3678,0.091963,55644,50,12,4,0,HONG XU LU
9169,5794,3036,0.095738,11769,40,8,7,0,CHANG AN LU
9170,5796,4173,0.144382,73654,50,8,6,0,YUAN SHEN LU
9171,5797,8069,0.307747,20745,40,8,7,0,MEI LING BEI LU
9172,5797,10295,0.279953,20639,30,6,7,0,HUA XI LU
9173,5798,649,0.012989,66229,50,8,6,0,None
9174,5798,10429,0.05828,66345,50,13,6,0,HUA MU LU
9175,5800,5505,0.241521,8554,40,10,7,0,MI YUN LU
9176,5800,2997,0.232279,7024,60,8,6,0,DA LIAN XI LU
9177,5801,4690,0.062721,5334,60,4,6,0,GUANG ZHONG LU
9178,5801,7092,0.008961,46289,60,-1,6,0,None
9179,5802,25,0.084039,6024,50,8,7,0,LONG CHANG LU
9180,5802,3310,0.007927,6023,40,8,7,0,None
9181,5803,7414,0.081621,6502,60,12,6,0,DA LIAN XI LU
9182,5803,3039,0.014759,6501,40,8,7,0,None
9183,5804,8608,0.042136,8229,20,4,7,0,None
9184,5804,10583,0.092728,8458,60,14,4,0,SI PING LU
9185,5805,234,0.227598,13097,40,8,7,0,AN YUAN LU
9186,5806,11153,0.189635,12559,40,8,7,0,MEI LING NAN LU
9187,5806,2333,0.225886,12613,30,6,7,0,LI CUN LU
9188,5807,7360,0.341438,12538,60,19,6,0,WU NING LU
9189,5807,7842,0.020961,12537,40,6,7,0,None
9190,5807,2939,0.055225,12539,40,8,7,0,LAN XI LU
9191,5808,9874,0.215686,12149,40,4,6,0,None
9192,5809,4504,0.170523,16317,60,12,4,0,HONG QIAO LU
9193,5809,3017,0.012512,16946,60,6,7,0,None
9194,5810,6416,0.486459,4798,70,16,1,0,ZHONG HUAN LU
9195,5810,8800,0.304254,4801,70,8,1,0,None
9196,5811,5132,0.071194,20366,30,4,7,0,None
9197,5811,2701,0.119332,16988,50,8,7,0,GU BEI LU
9198,5812,5095,0.004002,66912,40,8,6,0,DONG CHANG LU
9199,5813,6661,0.15649,68585,40,8,7,0,None
9200,5813,10863,0.126992,69043,40,5,7,0,LIAN XI LU
9201,5814,10173,0.334318,71830,30,8,7,0,QING YUN LU
9202,5815,6193,0.14001,16545,30,6,7,0,YU PING NAN LU
9203,5815,10197,0.014255,43574,50,8,7,0,GU BEI LU
9204,5816,3223,0.145877,43540,40,4,7,0,None
9205,5816,9207,0.00683,8738,30,6,7,0,YUE XIU LU
9206,5818,9394,0.217641,13844,40,8,7,0,QIU JIANG LU
9207,5819,442,0.004141,17906,50,4,7,0,HUANG PI BEI LU
9208,5819,9046,0.247584,92943,40,8,7,0,None
9209,5820,774,0.135226,17521,50,8,7,0,JIU JIANG LU
9210,5820,9943,0.008665,18230,40,8,7,0,None
9211,5821,9727,0.066219,19755,30,6,7,0,GU LING LU
9212,5821,4719,0.160949,19753,30,6,7,0,CHANG SHA LU
9213,5822,2411,0.206551,6461,60,12,4,0,SI PING LU
9214,5822,7806,0.011681,6594,40,4,7,0,None
9215,5823,6251,0.160492,18802,60,20,4,0,WEN SHUI LU
9216,5824,4344,0.292388,9571,60,8,6,0,HENG SHAN LU
9217,5825,9904,0.170284,7393,30,4,7,0,QI QI HA ER LU
9218,5825,11466,0.172574,7433,30,6,7,0,DAN YANG LU
9219,5826,10643,0.014613,43452,50,-1,4,0,None
9220,5826,7911,0.162553,55641,50,8,4,0,HONG XU LU
9221,5827,5948,0.115133,16275,40,4,7,0,SHUI CHENG NAN LU
9222,5827,6511,0.003848,16274,40,8,7,0,None
9223,5828,4322,0.068262,16589,60,17,4,0,HONG QIAO LU
9224,5828,3070,0.023756,16590,50,8,4,0,None
9225,5829,384,0.008492,79577,40,8,7,0,PU HUA LU
9226,5829,9810,0.204519,66354,60,8,6,0,PU JIAN LU
9227,5830,5426,0.112169,8858,40,4,6,0,None
9228,5830,11347,0.009441,8857,40,8,6,0,None
9229,5831,10730,0.004951,92815,40,-1,7,0,None
9230,5831,9444,0.13435,65898,40,4,7,0,DING XIANG LU
9231,5832,11449,0.008855,9558,40,8,7,0,None
9232,5832,9915,0.198536,9550,50,8,6,0,HUAI HAI ZHONG LU
9233,5833,4153,0.292862,10838,40,8,7,0,JIN TANG LU
9234,5833,10654,0.262881,10839,40,8,7,0,ZHEN GUANG LU
9235,5834,9689,0.022963,86909,40,8,7,0,None
9236,5834,10485,0.055044,86910,40,8,7,0,None
9237,5835,2736,0.097082,7422,30,3,7,0,MEI ZHOU 963 LONG
9238,5836,1489,0.120484,71497,40,8,7,0,MING YUE LU
9239,5836,6399,0.007957,88702,40,-1,7,0,None
9240,5839,11477,0.20614,6782,60,8,4,0,SI PING LU
9241,5839,2119,0.894202,46560,60,8,4,0,SI PING LU SUI DAO
9242,5840,841,0.055999,76287,30,6,7,0,LIAN MING LU
9243,5840,6926,0.045922,76286,30,4,7,0,LAO AN LU
9244,5841,8661,0.215858,8711,40,8,7,0,JING YU DONG LU
9245,5841,1503,0.364653,8129,40,8,7,0,LONG CHANG LU
9246,5842,4938,0.39361,91291,40,8,6,0,HUA XIA XI LU FU LU
9247,5843,3860,0.007299,11254,40,8,7,0,None
9248,5845,11311,0.457926,71632,40,8,7,0,LAN AN LU
9249,5845,8679,0.116916,71631,40,8,7,0,MING YUE LU
9250,5846,4436,0.12563,7688,40,8,6,0,None
9251,5847,7768,0.019854,4761,40,-1,6,0,None
9252,5847,2995,0.108749,4758,60,8,4,0,WEN SHUI DONG LU
9253,5848,963,0.492939,18719,70,16,1,0,ZHONG HUAN LU
9254,5850,265,0.206582,12641,30,6,7,0,MAO JIA LONG
9255,5850,10458,0.306175,20666,60,12,7,0,HU TAI LU
9256,5851,1462,0.016101,22222,50,8,7,0,HONG MEI LU
9257,5851,2343,0.007966,22221,30,-1,7,0,None
9258,5852,2613,0.008079,14593,40,8,7,0,None
9259,5852,3703,0.228862,14625,60,8,6,0,CHANG SHU LU
9260,5853,368,0.008726,45752,40,8,7,0,DAN TU LU
9261,5853,3215,0.191856,45755,50,8,4,0,DONG DA MING LU
9262,5854,3464,0.13723,71506,40,8,7,0,MING YUE LU
9263,5854,10802,0.361335,71640,40,8,7,0,HUANG YANG LU
9264,5855,3212,0.164902,65887,40,5,7,0,DING XIANG LU
9265,5855,6087,0.005141,65890,40,5,7,0,None
9266,5856,9085,0.440259,15458,40,8,7,0,HONG CAO LU
9267,5856,9934,0.112108,43682,40,8,7,0,YI SHAN LU
9268,5857,1206,0.020313,17998,40,8,7,0,None
9269,5857,6983,0.242186,17999,50,12,4,0,LU BAN LU
9270,5858,1700,0.009894,17062,40,8,7,0,None
9271,5860,7592,0.279041,18837,40,8,7,0,None
9272,5861,6078,0.16992,16307,50,8,6,0,SONG YUAN LU
9273,5861,7167,0.351032,20355,50,16,6,0,SONG YUAN LU
9274,5862,10372,0.143813,6166,30,6,7,0,YU LIN LU
9275,5862,4005,0.106541,6270,40,8,7,0,XU CHANG LU
9276,5863,4729,0.057852,46222,60,13,4,0,LONG WU LU
9277,5863,3642,0.057588,46225,40,4,7,0,SHANG ZHONG XI LU
9278,5864,8632,0.04177,76252,40,4,7,0,LAO SHAN LU
9279,5864,4852,0.606814,78149,40,8,7,0,LAO SHAN LU
9280,5864,1068,0.371839,75786,50,12,7,0,WEI FANG LU
9281,5865,10116,0.335698,66803,40,12,7,0,SHANG CHENG LU
9282,5865,702,0.324688,65827,60,12,6,0,DONG FANG LU
9283,5867,10693,0.006685,6577,60,7,4,0,None
9284,5867,1383,0.160079,6574,40,4,7,0,YAN JI ZHONG LU
9285,5868,7980,0.309993,13211,40,8,7,0,XIN FENG LU
9286,5868,3596,0.079219,13213,40,8,7,0,XIN FENG LU
9287,5868,5102,0.084209,13212,40,8,7,0,CHANG DE LU
9288,5869,8412,0.229302,71723,70,12,4,0,LONG DONG DA DAO
9289,5869,180,0.013472,71410,50,8,6,0,None
9290,5870,6224,0.003637,13338,40,4,7,0,None
9291,5871,2562,0.009893,66549,40,8,7,0,None
9292,5871,5294,0.617566,66557,50,9,6,0,ZHANG YANG LU
9293,5872,2715,0.087352,21466,50,12,7,0,GU DAI LU
9294,5873,9274,0.003982,86759,50,13,6,0,HUA MU LU
9295,5873,6349,1.190912,76239,40,4,7,0,LIU SHAN LU
9296,5874,3364,0.033091,74180,40,8,7,0,QI SHAN LU
9297,5874,8663,0.559697,66471,60,-1,5,0,LUO SHAN LU
9298,5875,9752,0.450569,21632,70,8,4,0,None
9299,5875,7817,0.009475,8991,50,12,4,0,YAN AN ZHONG LU
9300,5875,1575,0.015888,8993,30,-1,7,0,None
9301,5876,2859,0.433413,19897,70,8,4,0,None
9302,5876,5207,1.105717,21047,70,8,1,0,NEI HUAN GAO JIA LU
9303,5877,9412,0.083955,16259,40,8,7,0,GU YANG LU
9304,5877,4999,0.29582,20917,50,8,6,0,SONG YUAN LU
9305,5878,5725,0.124185,43889,40,4,7,0,SHANG ZHONG XI LU
9306,5879,2017,0.012134,75532,40,8,7,0,None
9307,5879,3546,0.37859,76248,60,12,6,0,PU DONG NAN LU
9308,5880,6463,0.163241,74229,30,4,7,0,None
9309,5880,4031,0.24194,65840,40,8,7,0,GU SHAN LU
9310,5881,164,0.201289,6189,30,6,7,0,JIAO BAI YUAN LU
9311,5881,2206,0.038632,7414,30,3,7,0,None
9312,5882,9786,0.016069,12209,40,8,7,0,None
9313,5882,8998,0.028376,12206,50,12,6,0,CHENG DU BEI LU
9314,5883,6003,0.247939,18306,70,12,6,0,ZHEN NAN LU
9315,5883,8743,0.606676,21957,40,8,7,0,FU SHUI LU
9316,5884,6336,0.088831,93761,50,12,7,0,GONG YUAN DA DAO
9317,5885,3890,0.008824,17636,40,8,7,0,None
9318,5886,6801,0.019787,21408,40,8,7,0,None
9319,5886,4804,0.009547,21409,60,16,4,0,ZHAO JIA BANG LU
9320,5887,4117,1.032655,7710,70,16,1,0,ZHONG HUAN LU
9321,5888,9761,0.38432,20412,50,8,6,0,JIN SHA JIANG LU
9322,5888,4238,0.008029,19246,50,4,7,0,None
9323,5889,7746,0.175866,16785,50,12,4,0,YAN AN XI LU
9324,5889,10676,0.026021,19899,30,-1,7,0,None
9325,5890,7678,1.297668,92727,40,8,7,0,XIN JIAN LU SUI DAO
9326,5891,5686,0.037819,91064,60,15,5,0,HUA XIA ZHONG LU
9327,5892,1410,0.236747,5631,40,8,7,0,ZHENG TONG LU
9328,5892,394,0.130394,22913,30,8,7,0,GUO XIANG LU
9329,5893,6892,0.032691,9642,40,8,7,0,DA MU QIAO LU
9330,5894,6513,0.045353,90847,40,8,6,0,None
9331,5895,3314,0.005222,16787,40,-1,7,0,None
9332,5895,10699,0.182495,16788,40,4,7,0,ZHONG DE QIAO LU
9333,5896,322,0.074538,66885,40,8,7,0,NAN QUAN BEI LU
9334,5896,1877,0.018348,64955,40,-1,7,0,None
9335,5897,9446,0.167012,13557,50,8,7,0,LI YUAN LU
9336,5897,1518,0.011478,13556,60,16,4,0,None
9337,5898,832,0.278112,21189,30,4,7,0,NONG LIN LU
9338,5898,10725,0.208983,11465,40,4,7,0,None
9339,5900,422,0.014613,7720,60,8,4,0,None
9340,5900,542,0.03681,7721,50,5,4,0,YI XIAN LU
9341,5901,2354,0.540432,76196,50,8,6,0,CHENG SHAN LU
9342,5901,10190,0.009072,78569,50,8,7,0,JIN ZUN LU
9343,5902,7483,0.187689,6134,30,6,7,0,LONG JIANG LU
9344,5903,3425,0.125233,22161,40,8,7,0,ZHONG XING LU
9345,5903,6317,0.114703,19703,30,4,7,0,GONG XING LU
9346,5905,4748,0.101742,21133,40,8,7,0,FU JIAN ZHONG LU
9347,5905,1245,0.13018,19337,40,-1,4,0,YAN AN DONG LU
9348,5906,1904,0.008481,17925,50,12,4,0,CHONG QING ZHONG LU
9349,5906,4305,0.004355,17932,60,8,6,0,None
9350,5907,8859,0.079918,44809,40,6,7,0,REN MIN LU
9351,5909,7292,0.055123,91070,40,8,7,0,None
9352,5910,10052,0.091675,42077,40,8,7,0,WAN PING NAN LU
9353,5911,7435,0.179567,20139,20,4,7,0,None
9354,5912,3218,0.070619,20643,60,8,6,0,XI ZANG BEI LU
9355,5912,15,0.315347,19251,40,8,7,0,MIN HE LU
9356,5913,10916,0.109043,17501,40,8,7,0,LONG MEN LU
9357,5913,6279,0.007844,17495,60,8,6,0,None
9358,5914,8185,0.357672,65452,40,8,7,0,BI BO LU
9359,5914,6927,0.271364,76917,40,8,7,0,CHEN HUI LU
9360,5915,3001,0.11258,15538,40,8,7,0,QIN ZHOU BEI LU
9361,5915,6607,0.109394,15536,40,8,7,0,GUI PING LU
9362,5916,8,0.153368,76779,30,8,7,0,DONG SHU FANG LU
9363,5916,7247,0.410358,72833,30,6,7,0,XIN PU LU
9364,5917,8571,1.380566,17381,70,16,1,0,ZHONG HUAN LU
9365,5918,4316,0.11552,15561,50,12,6,0,WU ZHONG LU
9366,5919,8536,0.05617,9216,60,8,7,0,SHI MEN 2 LU
9367,5919,11301,0.009967,20467,40,-1,7,0,None
9368,5920,2220,0.149039,14848,50,8,4,0,ZHONG SHAN XI LU
9369,5920,2060,0.012485,16606,40,8,7,0,XIN HUA LU
9370,5921,2180,0.135098,13275,30,6,7,0,WANG JIA MA TOU LU
9371,5921,125,0.115467,13370,40,8,7,0,WAI MA LU
9372,5922,10893,0.184805,65603,60,8,6,0,HU NAN LU
9373,5923,1346,0.003194,11472,40,8,7,0,None
9374,5923,1444,0.178169,11473,40,3,7,0,HAN YIN LU
9375,5924,3806,0.742254,68920,70,12,1,0,JI YANG LU
9376,5924,11447,0.2285,72873,40,4,6,0,None
9377,5925,10153,0.079287,14058,50,4,7,0,XIN ZHA LU
9378,5925,5037,0.004814,14064,30,6,7,0,None
9379,5926,2952,0.025403,22124,50,8,7,0,BAO SHAN LU
9380,5926,8311,0.051906,22128,30,2,7,0,DONG HUA LU
9381,5927,9070,0.097235,11633,40,8,7,0,WAN RONG LU
9382,5928,7371,0.140363,14406,40,8,7,0,SHUN CHANG LU
9383,5930,11285,0.008981,17238,40,8,7,0,None
9384,5930,7031,0.263976,15247,60,8,6,0,CAO BAO LU
9385,5931,4336,0.058055,72836,30,6,7,0,None
9386,5931,313,0.584313,72838,30,3,7,0,None
9387,5931,4661,0.100582,72837,30,4,7,0,None
9388,5932,11117,0.214262,17429,40,8,7,0,SHAN XI NAN LU
9389,5933,9617,0.100328,79375,30,4,7,0,None
9390,5933,682,0.259007,66669,60,12,6,0,PU DONG DA DAO
9391,5934,3691,0.166605,16255,50,8,7,0,GU BEI LU
9392,5935,7955,0.009926,75418,40,8,7,0,None
9393,5935,5733,0.080349,75417,50,8,5,0,GAO KE ZHONG LU
9394,5936,6938,0.259075,20766,40,6,7,0,PENG LAI LU
9395,5936,3870,0.080081,43400,50,10,7,0,HE NAN NAN LU
9396,5937,4258,0.367318,68928,50,17,6,0,SHANG NAN LU
9397,5937,4380,0.008479,76160,40,8,7,0,None
9398,5937,69,0.334982,68970,40,10,7,0,None
9399,5938,4472,0.144021,22029,40,8,6,0,None
9400,5938,10326,0.010701,22023,40,-1,6,0,None
9401,5939,7530,0.353788,71558,50,17,6,0,ZHANG YANG LU
9402,5939,8724,0.017202,71679,50,8,6,0,None
9403,5940,5441,0.017962,46288,50,-1,4,0,None
9404,5940,4402,0.366289,18577,50,8,4,0,ZHEN BEI LU
9405,5941,6501,0.008417,17581,60,12,6,0,None
9406,5941,9263,0.188029,17582,50,8,4,0,JIANG SU LU
9407,5942,5509,0.336002,9604,40,8,7,0,TAI AN LU
9408,5942,1879,0.328806,14638,50,8,6,0,HUA SHAN LU
9409,5943,8296,0.259589,15736,60,8,6,0,CAO XI BEI LU
9410,5943,4978,0.014582,15880,60,17,4,0,None
9411,5944,8277,0.18437,12121,60,8,6,0,GUANG ZHONG LU
9412,5945,3710,0.296172,65873,50,12,6,0,JIN XIU LU
9413,5946,7727,0.167355,69067,30,4,7,0,None
9414,5947,10017,0.231542,12688,60,12,6,0,WU NING LU
9415,5948,2012,0.209787,16987,40,4,7,0,SHUI CHENG NAN LU
9416,5948,21,0.426905,20181,40,8,7,0,RONG HUA DONG DAO
9417,5949,9920,0.154896,13932,40,8,7,0,ZHE JIANG BEI LU
9418,5949,3801,0.156016,13958,40,8,7,0,QU FU LU
9419,5950,1324,0.107354,13436,30,4,7,0,WANG YUN LU
9420,5950,3621,0.13947,13435,40,3,7,0,None
9421,5951,8963,0.114614,8091,30,4,7,0,FU DE LU
9422,5951,4411,0.066309,6420,50,12,4,0,DA MING LU
9423,5951,10813,0.097702,8053,50,8,4,0,CHANG ZHI LU
9424,5952,6145,0.46404,13220,40,8,7,0,ZHEN PING LU
9425,5952,8477,0.251589,93661,30,4,7,0,None
9426,5953,110,0.218412,45718,30,6,7,0,None
9427,5954,3064,0.2668,66233,50,13,6,0,HUA MU LU
9428,5954,10027,0.013048,66120,50,8,7,0,None
9429,5955,1861,0.341705,75277,60,8,6,0,JIN QIAO LU
9430,5956,10266,0.444856,71291,40,8,7,0,HA LEI LU
9431,5956,3956,0.266723,71289,40,8,7,0,GUO SHOU JING LU
9432,5957,6015,0.148325,4675,40,8,6,0,None
9433,5958,1676,0.487724,46075,20,-1,10,0,MIAO JIANG LU
9434,5959,6045,0.135722,6342,40,8,7,0,KUN MING LU
9435,5959,8063,0.153457,8041,30,6,7,0,ZHOU SHAN LU
9436,5960,5202,0.524289,79990,40,8,7,0,HAI YANG LU
9437,5960,794,0.247224,79991,40,8,7,0,None
9438,5961,10898,0.246827,20946,40,8,7,0,LING LING LU
9439,5961,7212,0.008271,20135,40,8,7,0,XIE TU LU
9440,5962,193,0.03572,45575,40,4,6,0,None
9441,5962,4413,0.035361,19021,70,8,2,0,CAO AN GONG LU
9442,5963,10592,0.309298,14946,40,8,7,0,LONG SHUI NAN LU
9443,5964,8116,0.023215,16811,50,16,4,0,ZHONG SHAN XI LU
9444,5964,383,0.017861,16801,50,12,4,0,None
9445,5965,5008,0.071251,13762,30,4,7,0,BAO CHANG LU
9446,5965,905,0.160298,13761,40,10,7,0,ZHONG HUA XIN LU
9447,5967,9210,0.095742,7979,40,8,7,0,JIN ZHOU WAN LU
9448,5967,9978,0.132563,6020,30,4,7,0,LIN QING LU
9449,5968,7450,0.029271,14020,40,6,7,0,BEI SU ZHOU LU
9450,5968,9421,0.194154,11678,30,6,7,0,None
9451,5969,595,0.313797,69051,40,8,7,0,LIAN AN DONG LU
9452,5969,8484,0.334566,69053,30,6,7,0,LIAN ZHONG LU
9453,5970,6912,0.314386,71628,40,8,7,0,LAN TIAN LU
9454,5972,10179,0.139741,69268,40,8,7,0,PU SAN LU
9455,5972,8982,0.154226,74933,40,8,7,0,CHANG LI DONG LU
9456,5973,9200,0.171679,21987,40,3,6,0,None
9457,5973,5584,0.013826,18321,50,8,6,0,TAO PU LU
9458,5974,5330,0.15535,5144,50,12,4,0,ZHONG SHAN BEI 1 LU
9459,5974,8402,0.513636,8619,30,4,7,0,TONG XIN LU
9460,5975,11370,0.309569,73743,70,20,4,0,LONG YANG LU
9461,5975,1901,0.071105,73744,30,8,7,0,None
9462,5976,1744,0.159484,7073,50,8,7,0,GONG PING LU
9463,5976,502,0.197237,7074,40,8,7,0,YUE ZHOU LU
9464,5977,10297,0.076008,9623,40,10,7,0,DONG HU LU
9465,5977,11399,0.217114,9716,40,8,7,0,CHANG LE LU
9466,5978,948,0.298574,18742,50,8,6,0,None
9467,5978,10061,0.393026,18740,70,16,1,0,ZHONG HUAN LU
9468,5979,4407,0.157875,89598,30,6,7,0,None
9469,5980,465,0.247838,8286,40,8,7,0,SHUI FENG LU
9470,5980,8942,0.305924,8278,40,8,7,0,YAN JI DONG LU
9471,5981,5080,0.167077,66518,30,6,7,0,JIAN PING LU
9472,5982,1918,0.026211,91274,40,8,6,0,None
9473,5982,8231,0.353245,91273,60,15,5,0,HUA XIA XI LU
9474,5984,5248,0.075375,21810,40,6,7,0,DONG LI BEI 3 LU
9475,5984,9161,0.566833,21780,40,8,7,0,DONG LI BEI 1 LU
9476,5985,7596,0.04974,66197,50,12,6,0,JIN XIU LU
9477,5985,1079,0.012142,66196,70,18,5,0,None
9478,5986,3120,0.551644,65643,50,9,5,0,GAO KE XI LU
9479,5987,9540,0.528806,18925,60,8,6,0,HUAI HAI ZHONG LU
9480,5988,5004,0.159808,72663,30,3,7,0,None
9481,5989,8862,0.007629,11629,40,-1,7,0,None
9482,5989,5927,0.205545,11632,40,8,7,0,WAN RONG LU
9483,5990,10284,0.011657,13141,40,8,7,0,None
9484,5991,7029,0.058997,78496,30,4,7,0,None
9485,5992,10845,0.257845,66761,60,16,6,0,SHI JI DA DAO
9486,5993,3625,0.293974,21964,40,8,7,0,None
9487,5993,5393,0.244793,17838,50,8,7,0,DA DU HE LU
9488,5994,9635,0.193979,20663,50,12,4,0,ZHONG SHAN BEI 1 LU
