Link ID,From Node,To Node,LENGTH,ID,POSSPEED,ROADWIDTH,FC,DIR,PYNAME
0,1,4912,0.2988,11834,70,8,4,0,None
1,1,4323,1.76679,12298,70,12,1,0,NAN BEI GAO JIA LU
2,2,4178,0.10156,11317,30,4,7,0,None
3,2,10590,0.027467,9272,60,12,4,0,HU TAI LU
4,3,5073,0.258642,80605,40,8,7,0,None
5,3,1221,0.058716,73713,30,8,7,0,QI SHAN LU
6,4,4216,0.02195,74365,40,8,7,0,XIANG CHENG LU
7,5,586,0.093659,68903,40,8,7,0,LING YAN NAN LU
8,5,2924,0.157983,68904,30,4,7,0,SI PU LU
9,6,7712,0.028447,7183,30,4,7,0,SHA JING LU
10,8,5306,0.220746,74020,30,8,7,0,DONG SHU FANG LU
11,8,619,0.20955,76778,30,8,7,0,GU QUAN LU
12,9,10393,0.092511,46277,40,4,5,0,None
13,9,9435,0.072506,17293,40,8,5,0,None
14,10,1408,0.324397,17103,50,4,7,0,NAN DAN LU
15,10,359,0.217998,15823,40,6,7,0,WEN DING LU
16,12,208,0.188372,42056,40,8,7,0,LONG SHUI NAN LU
17,12,9206,0.158736,14969,30,6,7,0,None
18,13,10865,0.296763,11971,30,4,7,0,None
19,14,5296,0.097799,19576,60,16,4,0,ZHONG SHAN NAN LU
20,15,9308,0.214441,7943,40,8,7,0,MIN HE LU
21,15,1085,0.158194,19361,30,6,7,0,PING XING GUAN LU
22,16,4394,0.192891,5040,50,8,7,0,SI CHUAN BEI LU
23,16,8687,0.008093,7048,40,12,7,0,LI YANG LU
24,17,2018,0.140167,12858,40,6,7,0,DUO JIA LU
25,17,5094,0.173068,19574,30,6,7,0,XUE JIA BANG LU
26,17,2199,0.126702,13427,30,6,7,0,XUE JIA BANG LU
27,18,5305,0.053882,9336,40,-1,7,0,None
28,18,10390,0.100951,9333,40,12,6,0,None
29,19,7469,0.284392,74430,50,12,7,0,WEI FANG LU
30,20,4554,0.035339,17363,40,4,6,0,None
31,20,9203,0.11633,14753,50,12,4,0,HONG XU LU
32,21,7362,0.110949,20180,50,8,7,0,GU BEI LU
33,21,5934,0.008436,20179,40,8,7,0,RONG HUA DONG DAO
34,22,6773,0.008956,17448,50,4,7,0,None
35,22,7495,0.081115,17449,40,8,7,0,CHANG LE LU
36,23,6266,0.244114,65685,60,8,6,0,DONG FANG LU
37,23,6956,0.008043,65684,60,8,6,0,None
38,24,10854,0.013064,18426,50,12,4,0,CHONG QING NAN LU
39,24,10159,0.003214,9411,60,16,6,0,None
40,25,10086,0.233572,8220,50,8,7,0,LONG CHANG LU
41,26,10825,0.217168,42534,40,8,7,0,NEI JIANG LU
42,26,652,0.269942,7995,40,8,7,0,None
43,27,9953,0.334568,71653,40,8,7,0,LAN TIAN LU
44,27,4417,0.145221,65552,40,8,7,0,BAI HUA LU
45,28,1564,0.003359,19445,50,8,7,0,HUANG PI NAN LU
46,28,4685,0.06672,18199,40,-1,7,0,None
47,29,2472,0.240721,12414,50,8,6,0,JIANG SU LU
48,29,6280,0.179695,12415,40,8,7,0,ZHAO HUA DONG LU
49,29,3583,0.008051,12413,40,8,7,0,None
50,30,2362,0.008445,93240,50,8,7,0,YAO LONG LU
51,30,1226,0.480219,76259,50,8,7,0,YAO HUA LU
52,31,4970,0.211213,69064,30,6,7,0,WU XING ZHI LU
53,31,4662,0.566564,69145,30,6,7,0,WU XING ZHI LU
54,31,4839,0.270391,69063,40,8,7,0,WU XING LU
55,32,7707,0.251496,11380,40,8,7,0,GAO PING LU
56,32,1860,0.315605,11379,40,8,7,0,JIANG CHANG XI LU
57,33,7234,0.05656,91152,60,15,5,0,HUA XIA XI LU
58,33,9469,0.056336,91149,40,4,5,0,None
59,34,5288,0.297585,21461,40,4,6,0,None
60,34,9570,0.436296,14732,70,12,2,0,HU MIN LU
61,36,3803,0.319467,74353,40,8,7,0,TAO LIN LU
62,36,9198,0.616455,76852,40,8,7,0,SHANG CHENG LU
63,37,10906,0.036047,91662,30,6,7,0,None
64,38,10234,0.00722,79658,50,4,6,0,LU JIA ZUI HUAN LU
65,38,6523,0.014013,79662,60,16,4,0,SHI JI DA DAO
66,39,8723,0.006086,14100,60,12,6,0,None
67,39,2047,0.251932,19764,60,6,6,0,NAN JING XI LU
68,40,2611,0.197248,14470,40,8,7,0,SHUN CHANG LU
69,40,6099,0.193433,14469,40,8,7,0,HE FEI LU
70,42,11001,0.463583,74003,40,8,7,0,GAO QING LU
71,42,7646,0.009114,64794,50,8,6,0,None
72,43,225,0.044393,20901,40,4,7,0,YI SHAN LU
73,44,8136,0.081986,8182,40,8,7,0,XU CHANG LU
74,44,8029,0.275909,7305,30,4,7,0,LIAO YUAN XI LU
75,45,1797,0.124766,6323,40,8,7,0,TONG BEI LU
76,45,623,0.269271,34536,40,8,7,0,JI LIN LU
77,46,7041,0.04072,6887,60,8,6,0,JUN GONG LU
78,46,2350,0.046693,44484,60,-1,6,0,None
79,47,152,0.287071,19870,60,12,4,0,HONG QIAO LU
80,48,3720,0.019185,20657,50,12,4,0,CHONG QING ZHONG LU
81,48,1359,0.005449,21067,40,8,7,0,None
82,49,11110,0.249539,11969,50,12,4,0,ZHONG SHAN XI LU
83,49,655,0.014282,18109,50,12,6,0,None
84,50,8055,0.034883,91078,40,8,7,0,LIAN XI LU
85,51,7303,0.302897,46378,40,8,7,0,LONG RUI LU
86,51,7999,0.438337,20895,60,13,4,0,LONG WU LU
87,53,9462,0.075719,72886,30,6,7,0,None
88,53,3103,0.024304,72885,30,4,7,0,None
89,54,6880,0.283189,76746,30,4,7,0,PU YANG LU
90,55,2371,0.101136,12185,70,8,4,0,None
91,56,8841,0.087965,43136,40,8,7,0,KAI XUAN BEI LU
92,57,4886,0.179529,19313,30,6,7,0,PING XING GUAN LU
93,58,11286,0.052551,13579,40,8,7,0,NAN CHE ZHAN LU
94,59,1497,0.187913,69245,40,8,7,0,QI HE LU
95,59,2777,0.304424,69246,40,8,7,0,HONG SHAN LU
96,60,5025,0.072747,17494,50,8,7,0,DAN SHUI LU
97,60,3634,0.106363,22115,40,8,7,0,CHANG LE LU
98,61,8051,0.008102,66145,50,12,6,0,None
99,61,2661,0.046568,66146,50,8,6,0,FANG DIAN LU
100,62,7745,0.148826,19283,40,8,7,0,None
101,62,7429,0.149649,12049,50,5,4,0,ZHONG SHAN BEI LU
102,63,9009,0.15565,17561,50,12,7,0,WEI HAI LU
103,63,7003,0.059282,17560,50,4,7,0,HUANG PI BEI LU
104,64,7225,0.215159,17081,30,8,7,0,XIE TU LU
105,64,6115,0.139148,42853,50,8,7,0,XIE TU LU
106,65,5567,0.12308,21850,40,8,6,0,None
107,66,6764,0.008979,71587,60,8,6,0,None
108,66,8534,0.351905,71542,50,8,6,0,XIN JIN QIAO LU
109,67,4504,0.010907,16314,40,8,7,0,YAO HONG LU
110,67,3017,0.170188,16315,60,8,4,0,HONG QIAO LU
111,68,2351,0.005625,18828,40,8,6,0,None
112,69,1578,0.191082,68971,30,3,7,0,None
113,69,684,0.092338,68969,30,8,7,0,None
114,70,440,0.113633,73707,40,8,7,0,NAN YANG JING LU
115,70,899,0.076151,73711,30,6,7,0,None
116,71,1287,0.025728,21131,40,8,7,0,REN MIN LU
117,72,7505,0.174732,71583,50,8,6,0,YUN SHAN LU
118,72,5437,0.008354,88580,40,8,7,0,None
119,73,9816,0.088186,65399,20,8,7,0,None
120,73,6090,0.212764,65398,60,8,6,0,PU DONG NAN LU
121,74,3368,0.258062,71428,40,8,7,0,GUO SHOU JING LU
122,74,6405,0.302497,88604,40,8,7,0,JU LI LU
123,75,9238,0.098709,92867,60,15,5,0,HUA XIA ZHONG LU
124,76,8034,0.180181,14416,40,8,7,0,JIAN GUO DONG LU
125,76,7738,0.296874,14476,40,8,7,0,MA DANG LU
126,76,3949,0.168076,19809,40,8,7,0,MA DANG LU
127,77,5864,0.132954,73615,50,12,7,0,WEI FANG LU
128,77,1792,0.163343,73616,30,8,7,0,None
129,79,4296,0.483216,9007,60,8,6,0,ZHI DAN LU
130,80,11241,0.201824,93267,40,8,7,0,YOU CHENG LU
131,81,3645,0.012198,14342,40,8,7,0,None
132,81,1782,0.148705,14343,50,12,7,0,JIN LING ZHONG LU
133,81,10991,0.087208,14344,40,10,7,0,None
134,82,8515,1.429486,8817,70,-1,1,0,YANG PU DA QIAO
135,83,269,0.232383,65998,70,12,6,0,LONG YANG LU
136,83,7215,0.03936,65999,70,8,5,0,None
137,84,7763,0.525186,12292,70,8,1,0,NEI HUAN GAO JIA LU
138,85,517,0.150989,43466,60,8,6,0,JUN GONG LU
139,86,11142,0.433535,74961,30,6,7,0,LUO SHAN LU BIAN DAO
140,87,1867,0.127384,15168,30,3,7,0,XU HONG LU
141,87,3301,0.126478,15796,50,4,7,0,NAN DAN LU
142,88,8850,0.049022,19519,40,8,7,0,HAI CHAO LU
143,88,11419,0.187271,20779,30,4,7,0,None
144,89,10930,1.313681,80354,40,8,6,0,None
145,89,10428,0.08325,94166,50,12,6,0,GONG YUAN DA DAO
146,90,5921,0.175355,13369,40,8,7,0,WAI MA LU
147,91,2023,0.167113,66835,40,8,7,0,FU SHAN LU
148,92,6499,0.24506,66272,50,12,6,0,MIN SHENG LU
149,92,3110,0.012324,66271,40,5,7,0,None
150,93,9266,0.006582,64968,50,8,6,0,None
151,93,9595,0.127952,64965,40,4,7,0,PU DIAN LU
152,94,10109,0.013419,15265,50,8,4,0,None
153,94,9079,0.24249,15551,50,12,6,0,WU ZHONG LU
154,95,6467,0.178204,13933,30,6,7,0,BEI SU ZHOU LU
155,96,2272,1.193259,12348,70,12,1,0,NAN BEI GAO JIA LU
156,96,9180,0.370843,9020,70,12,4,0,None
157,97,11172,0.080273,6629,60,8,6,0,JUN GONG LU
158,97,10894,0.007945,6628,50,8,6,0,None
159,98,8280,0.073736,16354,40,8,7,0,LIN QUAN LU
160,98,3267,0.123239,19842,50,8,6,0,BEI HONG LU
161,99,377,0.007179,13972,50,4,7,0,None
162,99,6069,0.207609,13973,50,8,7,0,DA PU LU
163,100,6800,0.010552,65667,40,10,7,0,None
164,100,7777,0.225109,65668,50,9,5,0,GAO KE XI LU
165,100,1394,0.543906,65386,40,8,7,0,YAN ZHONG LU
166,101,4366,0.20226,16929,40,8,7,0,YI LI NAN LU
167,101,11166,0.181994,16240,40,8,7,0,HONG BAO SHI LU
168,101,3535,0.115356,16244,40,8,7,0,YI LI NAN LU
169,102,626,0.128959,56485,40,8,7,0,HONG SONG DONG LU
170,103,7870,0.453086,18204,40,-1,7,0,None
171,104,3415,0.190202,93226,50,10,6,0,RUI NING LU
172,105,4262,0.158134,66977,60,12,6,0,PU DONG NAN LU
173,106,6027,0.526557,19928,50,12,6,0,LAO HU MIN LU
174,106,3548,0.010994,19927,50,16,6,0,None
175,107,3725,0.010458,9129,40,8,7,0,None
176,107,6269,0.087416,22010,40,8,6,0,None
177,108,5470,0.22052,42127,50,8,6,0,LONG HUA LU
178,109,3753,0.13469,18563,90,8,0,0,HU JIA GAO SU
179,110,5609,0.256237,44687,40,4,7,0,None
180,110,10923,0.006775,22039,30,6,7,0,None
181,111,8888,0.274807,22157,40,8,7,0,ZHONG XING LU
182,111,547,0.101751,19685,30,4,7,0,GONG XING LU
183,111,5903,0.009021,22159,30,4,7,0,GONG XING LU
184,112,5112,0.159193,66080,70,18,1,0,LUO SHAN LU
185,112,2519,0.747247,66021,70,8,1,0,None
186,113,6112,0.187182,5017,40,8,7,0,CANG ZHOU LU
187,113,1673,0.24319,6833,40,8,7,0,YONG JI LU
188,114,4506,0.462266,89792,20,-1,10,0,BO CHENG LU
189,114,8438,0.355445,89791,20,-1,10,0,CHANG QING LU
190,115,11238,0.009537,17743,40,6,7,0,None
191,115,9887,0.25161,22322,60,8,6,0,NAN JING XI LU
192,116,4420,0.517205,65164,40,8,7,0,JIN TAI LU
193,116,11253,0.346962,71661,50,8,7,0,ZAO ZHUANG LU
194,117,251,0.349767,91232,70,8,5,0,None
195,117,4227,0.792583,75578,70,13,1,0,NEI HUAN GAO JIA LU
196,118,5025,0.005821,17491,60,12,6,0,None
197,118,3293,0.072314,17492,50,4,7,0,DAN SHUI LU
198,119,10458,0.012038,11905,40,4,5,0,None
199,119,1883,0.357943,19487,60,12,7,0,HU TAI LU
200,121,9353,0.128051,64945,40,8,7,0,LU JIA ZUI XI LU
201,122,427,0.005099,68524,60,9,5,0,HU NAN LU
202,123,5923,0.238214,11475,40,3,7,0,HAN YIN LU
203,124,9863,0.037227,9374,70,8,6,0,None
204,125,7997,0.144041,13282,40,8,7,0,WAI MA LU
205,126,2046,0.043217,73674,30,4,7,0,None
206,128,11133,0.005515,66726,50,9,6,0,ZHANG YANG LU
207,128,222,0.010386,66725,60,12,6,0,None
208,129,5265,0.176334,13071,40,8,7,0,XI KANG LU
209,129,10433,0.191987,13064,60,12,6,0,CHANG SHOU LU
210,130,8384,0.381024,22185,30,3,7,0,None
211,130,11355,0.680515,19260,40,4,7,0,KAI XUAN BEI LU
212,131,4417,0.429847,65549,60,12,5,0,YANG GAO ZHONG LU
213,132,10592,0.008902,14942,40,8,7,0,XI TAI LU
214,132,5345,0.311882,20888,40,8,7,0,LONG SHUI NAN LU
215,133,3599,0.038497,18909,40,8,7,0,DONG AN LU
216,134,8497,0.091419,65908,40,8,7,0,YING CHUN LU
217,135,9850,0.009046,93777,40,8,7,0,LONG HUA XI LU
218,135,2943,0.043707,93772,50,8,7,0,FENG GU LU
219,136,153,0.269181,42505,40,8,7,0,HENG BANG LU
220,136,5478,0.215617,6516,40,8,7,0,TIAN TONG AN LU
221,137,5201,0.008687,6717,60,12,4,0,None
222,137,722,0.110411,6714,50,8,7,0,GUO DING LU
223,138,3091,0.007945,74236,40,8,7,0,MEI HUA LU
224,138,8902,0.30971,74237,50,8,6,0,FANG DIAN LU
225,139,9113,0.055858,44084,50,8,4,0,HONG XU LU
226,139,6651,0.052507,46573,30,4,7,0,None
227,140,11216,0.213747,69166,30,6,7,0,None
228,140,1895,0.047611,69167,40,8,7,0,None
229,141,7681,0.010418,7690,40,-1,6,0,None
230,141,10541,0.304538,4897,60,8,4,0,WEN SHUI DONG LU
231,142,1281,0.653182,91051,60,8,1,0,None
232,142,4203,0.424798,91052,60,8,1,0,None
233,143,6881,0.302404,18854,40,-1,6,0,None
234,144,9610,0.307778,20688,50,12,4,0,YAN AN XI LU
235,144,10771,0.292153,16635,70,8,4,0,None
236,144,3079,0.304797,22207,30,4,7,0,None
237,145,11432,0.254757,21995,40,8,6,0,None
238,147,6513,0.345672,90848,60,8,5,0,None
239,147,9580,1.068164,90852,70,19,1,0,ZHONG HUAN LU GAO JIA
240,148,8184,0.346318,71406,40,8,7,0,HUO XIANG LU
241,148,11257,0.257984,71405,50,8,6,0,ZU CHONG ZHI LU
242,149,8825,0.010504,65870,60,9,6,0,PU JIAN LU
243,149,5060,0.010146,65869,60,6,5,0,None
244,150,5660,0.205046,12583,40,8,7,0,XING SHAN LU
245,151,3629,0.011875,4660,40,6,7,0,None
246,151,8695,0.1381,4661,40,12,7,0,JIANG PU LU
247,152,4772,0.246716,14752,50,12,4,0,HONG XU LU
248,152,8431,0.038273,17356,60,8,4,0,None
249,153,2529,0.18553,43768,50,12,7,0,BAO SHAN LU
250,153,9879,0.016515,43767,40,8,7,0,HENG BANG LU
251,154,10808,0.003876,23265,50,5,4,0,ZHONG SHAN BEI LU
252,155,10542,0.010329,65698,40,8,7,0,None
253,155,9031,0.208382,76210,60,8,6,0,PU DONG NAN LU
254,156,1011,0.086869,12130,40,8,7,0,MIN YAN LU
255,156,5621,0.098027,12129,40,8,7,0,PING XING GUAN LU
256,157,7185,0.010948,17154,50,-1,7,0,None
257,157,9522,0.088414,15710,50,16,4,0,ZHONG SHAN NAN 2 LU
258,158,5728,0.048793,12999,50,12,7,0,SHI MEN 1 LU
259,158,9644,0.215004,12998,30,4,7,0,WU JIANG LU
260,159,7054,0.16328,18794,40,8,6,0,None
261,160,10077,0.30769,16934,40,8,7,0,YI LI LU
262,161,3569,0.109372,11084,30,6,7,0,None
263,161,2818,0.094525,11085,40,8,7,0,GAO PING LU
264,162,10803,0.003897,14144,50,6,7,0,None
265,162,5819,0.089944,14145,50,4,7,0,HUANG PI BEI LU
266,163,834,0.033863,40883,40,8,7,0,None
267,164,6491,0.136153,6188,40,8,7,0,LAN ZHOU LU
268,165,10569,0.055024,91216,60,15,5,0,HUA XIA XI LU
269,166,10993,0.442579,6698,60,7,4,0,HUANG XING LU
270,166,5867,0.011965,6576,40,4,7,0,None
271,167,8776,0.376241,45812,40,8,7,0,ZHI JIANG XI LU
272,167,2483,0.004344,19463,40,4,7,0,None
273,168,2317,0.072873,69020,40,8,7,0,XI YING NAN LU
274,169,8955,0.186128,15302,50,8,6,0,GUI LIN LU
275,170,4513,0.076937,18681,40,3,6,0,None
276,170,9723,0.017643,10864,40,8,7,0,None
277,171,5956,0.79487,71290,40,8,7,0,HA LEI LU
278,171,4629,0.356728,71441,50,8,6,0,ZU CHONG ZHI LU
279,172,819,0.30094,75678,30,8,7,0,MAO XING LU
280,172,6798,0.146148,74267,40,8,7,0,WEI SHAN LU
281,173,8820,0.304985,12080,30,8,7,0,None
282,173,1733,0.121275,12075,30,8,7,0,JIANG CHANG 2 LU
283,174,4130,0.21374,21106,60,20,4,0,WEN SHUI LU
284,174,3391,0.013384,21107,40,-1,6,0,None
285,175,7347,0.033749,65248,60,16,5,0,YANG GAO ZHONG LU
286,175,3847,0.043709,65249,40,-1,7,0,None
287,177,10186,0.633163,20052,70,8,1,0,None
288,177,2391,0.2817,20053,70,8,1,0,None
289,179,9378,0.013429,71702,60,12,5,0,YANG GAO ZHONG LU
290,179,1531,0.013896,71704,50,8,6,0,None
291,180,608,0.291363,71412,50,13,6,0,JIN KE LU
292,180,1054,0.012734,71411,70,12,4,0,None
293,181,10089,0.557014,73735,40,10,7,0,FANG CAO LU
294,181,3084,0.183999,76811,40,8,7,0,BAI YANG LU
295,182,2105,0.133111,46247,40,8,7,0,CHANG DE LU
296,182,10530,0.005847,46248,30,6,7,0,YU YUAN DONG LU
297,183,1136,0.171215,74400,40,8,7,0,RONG CHENG LU
298,183,1162,0.294709,91601,50,8,7,0,None
299,183,9686,0.178921,73986,40,10,7,0,CHANG YI LU
300,184,5169,0.071187,19093,30,3,7,0,None
301,184,706,0.142178,21390,50,8,6,0,TAO PU LU
302,185,9264,0.12625,79590,30,6,7,0,None
303,186,10917,0.037116,9818,50,-1,4,0,CHENG DU BEI LU
304,188,1683,0.158296,66974,60,12,6,0,PU DONG NAN LU
305,188,4262,0.012007,66973,50,12,7,0,None
306,189,1244,0.015515,13334,30,6,7,0,DONG JIA DU LU
307,190,7682,0.177108,12312,30,4,7,0,None
308,190,2014,0.139297,12315,50,12,4,0,LU BAN LU
309,192,2073,1.904033,21531,70,12,1,0,LU PU DA QIAO
310,193,4413,0.003342,19020,40,8,6,0,ZHEN GUANG LU
311,194,8972,0.004451,8353,40,7,7,0,None
312,195,7093,0.066867,16294,50,4,6,0,WEI NING LU
313,195,8349,0.005912,16865,30,4,7,0,None
314,196,1764,0.345312,75713,60,13,5,0,YANG GAO ZHONG LU
315,196,8791,0.03404,75699,60,-1,4,0,None
316,197,559,0.301537,76231,70,12,5,0,LONG YANG LU
317,198,2497,0.01184,6775,60,8,4,0,None
318,198,9979,0.597304,6774,50,12,4,0,ZHONG SHAN BEI 2 LU
319,199,138,0.124859,74238,40,8,7,0,MEI HUA LU
320,199,9763,0.307925,74319,40,8,7,0,SHI NAN LU
321,200,700,0.064339,14160,50,8,7,0,BEI JING XI LU
322,200,3780,0.257303,17548,30,4,7,0,WEN ZHOU LU
323,201,1811,0.012669,43641,50,6,7,0,None
324,201,7060,0.166489,18671,50,8,4,0,ZHEN BEI LU
325,202,5092,0.188754,10550,40,8,7,0,TONG PU LU
326,202,278,0.471692,10501,40,8,7,0,DAN BA LU
327,203,5499,0.152081,69036,40,5,7,0,LIAN XI LU
328,204,7144,0.318539,4669,60,12,6,0,ZHOU JIA ZUI LU
329,204,5420,0.013079,4671,40,12,7,0,None
330,205,3379,0.302824,14093,60,12,6,0,CHANG NING LU
331,206,7730,0.160673,12598,60,12,6,0,WAN HANG DU LU
332,206,1653,0.024327,13202,40,8,7,0,XIN ZHA LU
333,207,8402,0.184232,7928,50,8,6,0,LIU YING LU
334,208,3030,0.194883,42055,40,8,7,0,LONG SHUI NAN LU
335,209,2681,0.527962,14087,60,12,6,0,CHANG SHOU LU
336,209,1450,0.01206,17707,60,12,6,0,None
337,210,5491,0.148318,8389,30,6,7,0,None
338,210,6494,0.11783,8388,50,8,6,0,SHUI DIAN LU
339,211,10651,0.100468,14377,40,6,7,0,DAN SHUI LU
340,211,5157,0.12496,14376,40,8,7,0,XING AN LU
341,212,2771,0.297275,14720,50,12,4,0,HONG MEI LU
342,213,8875,0.360378,8802,60,8,6,0,QU YANG LU
343,213,10174,0.325738,32555,40,10,7,0,XIANG DE LU
344,214,5041,0.003932,11773,40,-1,6,0,None
345,214,2076,0.043339,11775,50,12,4,0,CHENG DU BEI LU
346,215,6177,0.009113,20377,40,8,7,0,YI SHAN LU
347,215,7813,0.46153,15469,50,8,6,0,GUI LIN LU
348,215,2185,0.371962,15522,40,8,7,0,YI SHAN LU
349,216,7387,0.225733,16520,40,8,7,0,SHUANG LIU LU
350,216,4694,0.005734,16830,60,12,6,0,None
351,217,4209,0.01202,9241,70,12,4,0,None
352,217,10670,0.228451,9242,70,12,6,0,None
353,218,3941,0.1419,14280,30,3,7,0,None
354,218,7605,0.131055,12284,40,8,7,0,JIN LING DONG LU
355,219,8945,0.07424,13701,30,6,7,0,NIU ZHUANG LU
356,219,5388,0.079878,14175,40,8,7,0,ZHE JIANG ZHONG LU
357,220,2043,0.030988,8499,40,8,7,0,HAI NAN LU
358,221,9160,0.11252,46274,40,6,7,0,None
359,221,10467,0.086127,43786,50,12,7,0,BAO SHAN LU
360,222,105,0.305683,66728,60,12,6,0,PU DONG NAN LU
361,222,2482,0.017515,66720,50,12,6,0,None
362,223,737,0.147068,89841,20,-1,10,0,SHI BO DA DAO
363,223,1996,0.254707,89842,20,-1,10,0,NAN MA TOU
364,224,5284,0.021883,43555,40,4,5,0,ZHEN BEI LU FU LU
365,224,10175,0.015119,43554,40,-1,5,0,None
366,225,5401,0.004121,15154,40,4,7,0,KAI JIN LU
367,225,7082,0.329487,20061,40,4,7,0,YI SHAN LU
368,226,9544,0.394505,78176,40,8,7,0,FU SHAN LU
369,226,8385,0.007804,86770,50,17,6,0,ZHANG YANG LU
370,227,2349,0.012139,74345,60,8,7,0,None
371,227,8510,0.096625,73648,60,12,6,0,PU DONG DA DAO
372,228,9577,0.12942,9887,30,6,7,0,SHAN XI NAN LU
373,229,11016,0.229352,41929,50,8,6,0,LONG HUA LU
374,229,3137,0.049849,15846,30,8,7,0,HUA RONG LU
375,230,5385,0.787626,91188,60,15,5,0,HUA XIA XI LU
376,230,10345,0.013229,91186,40,8,5,0,None
377,231,5106,0.097067,14794,50,8,4,0,YAN AN XI LU
378,231,2339,0.046646,14795,40,-1,7,0,None
379,232,6252,0.161759,12325,70,8,1,0,None
380,232,7821,0.216996,12324,70,8,1,0,None
381,233,2147,0.011333,9221,60,8,1,0,None
382,234,6993,0.215115,12925,40,6,7,0,AN YUAN LU
383,234,9290,0.136186,13098,40,8,7,0,JIAO ZHOU LU
384,235,2601,0.223491,12178,60,7,6,0,LU JIA BANG LU
385,235,6186,0.006396,12177,40,8,6,0,None
386,237,9578,0.257152,15228,50,8,7,0,HONG CAO NAN LU
387,238,990,0.104493,6036,40,4,7,0,TENG YUE LU
388,238,1982,0.263335,7481,40,8,7,0,BO YANG LU
389,239,3942,0.551618,57381,50,13,7,0,WU ZHONG LU
390,239,1406,0.008927,57379,50,8,6,0,WU ZHONG LU
391,240,9034,0.015135,14858,40,12,7,0,XU HONG ZHONG LU
392,240,5067,0.464501,22372,50,8,4,0,ZHONG SHAN XI LU
393,241,6865,0.008181,71683,40,8,7,0,None
394,241,6577,0.207593,75470,60,8,6,0,PU DONG DA DAO
395,242,10345,0.089076,91185,60,15,5,0,HUA XIA XI LU
396,242,444,0.132734,91182,40,4,5,0,None
397,243,10112,0.291024,11123,60,13,6,0,XIN CUN LU
398,243,5180,0.302522,20589,40,8,7,0,SHUI QUAN LU
399,245,8027,0.249476,18751,50,-1,4,0,None
400,245,6647,0.316015,18750,50,16,4,0,ZHEN BEI LU
401,246,3304,0.004859,44802,40,6,7,0,REN MIN LU
402,247,4296,0.00763,10281,40,8,7,0,None
403,247,4568,0.480673,10282,60,8,6,0,ZHI DAN LU
404,248,4520,0.075375,13405,30,4,7,0,SHENG JIA JIE
405,248,507,0.100366,13418,30,4,7,0,FU JIA JIE
406,249,3964,0.395475,22382,50,4,6,0,JIANG NING LU
407,249,4020,0.148459,12787,40,8,7,0,None
408,250,1052,0.364956,88121,30,3,7,0,None
409,251,10098,0.2299,66092,70,20,5,0,LONG YANG LU
410,252,9270,0.081631,76792,30,6,7,0,None
411,253,9204,0.059177,14455,40,8,7,0,CHONG DE LU
412,254,508,0.435124,91247,70,6,5,0,None
413,254,2341,0.026988,66094,50,8,6,0,None
414,255,4000,0.092072,9564,50,8,6,0,HUAI HAI ZHONG LU
415,255,2961,0.010961,9563,40,8,7,0,None
416,256,10867,0.6536,22345,50,12,4,0,YAN AN DONG LU
417,256,4243,0.050508,18202,40,8,6,0,None
418,257,1793,0.254292,6259,40,8,7,0,HUI MIN LU
419,257,11108,0.157251,6146,40,8,7,0,JIANG PU LU
420,258,6848,0.297884,9018,50,12,4,0,CHENG DU BEI LU
421,258,745,0.018008,19376,30,6,4,0,NAN SU ZHOU LU
422,259,1376,0.266284,76348,50,8,7,0,CHANG QING LU
423,260,2308,0.097631,13025,40,4,7,0,CHANG HUA LU
424,260,7037,0.003811,19510,40,8,7,0,YI CHANG LU
425,262,9266,0.124093,64960,40,8,7,0,PU DIAN LU
426,263,5002,0.290474,9597,40,8,7,0,HU NAN LU
427,263,9706,0.342131,9599,40,8,7,0,GAO YOU LU
428,265,7332,0.269399,12808,30,4,7,0,MAO JIA LONG
429,265,8164,0.149703,12807,30,4,7,0,None
430,266,970,0.267811,21258,60,12,6,0,HAI NING LU
431,266,5071,0.022891,19715,40,8,7,0,None
432,268,10314,0.214744,9191,30,6,7,0,DONG JIA DU LU
433,268,9911,0.00783,9190,60,12,4,0,ZHONG SHAN NAN LU
434,269,2949,0.218512,74295,70,12,6,0,LONG YANG LU
435,269,2855,0.255001,91010,50,8,6,0,None
436,271,7778,0.014053,66223,60,9,6,0,None
437,271,3236,0.385071,75742,70,14,5,0,LONG YANG LU
438,272,11481,0.011797,6585,60,4,7,0,None
439,272,8038,0.261296,6757,60,7,4,0,HUANG XING LU
440,273,2609,0.121158,40131,30,6,7,0,None
441,273,834,0.232466,40142,40,8,7,0,None
442,274,5888,0.408338,17837,50,4,7,0,DA DU HE LU
443,275,8312,0.251346,8505,50,8,7,0,GUO SHUN DONG LU
444,276,627,0.297256,12735,30,6,7,0,GUANG FU LU
445,276,4724,0.163874,12729,30,4,7,0,None
446,277,99,0.222048,13974,50,8,7,0,DA PU LU
447,277,1445,0.007761,18728,50,8,7,0,XIE TU LU
448,278,10105,0.369395,10500,50,8,6,0,JIN SHA JIANG LU
449,278,8485,0.009171,10499,40,8,7,0,None
450,279,2310,0.158703,78126,30,3,7,0,None
451,280,4643,0.143355,71537,50,8,6,0,XIN JIN QIAO LU
452,281,7702,0.144853,9959,30,4,7,0,ZHEN NING LU
453,282,3296,0.231829,66440,40,8,7,0,DU JUAN LU
454,283,3122,0.342585,11325,40,8,7,0,WAN RONG LU
