Link ID,From Node,To Node,LENGTH,KIND,WIDTH,DIRECTION,ONEWAY,PATHPY
0,0,8193,0.215663,301,30,2,F,an hui qiao
1,0,7229,0.186497,301,55,3,T,an hui qiao
2,1,4070,0.620923,601,55,1,None,None
3,2,10015,0.090603,105,30,2,F,xi tu cheng lu
4,2,6983,0.300077,102,55,2,F,xi tu cheng lu
5,3,1880,0.286643,302,55,3,T,fu cheng lu
6,3,9949,0.013246,304,55,0,None,None
7,4,9048,0.029685,301,55,2,F,shi ba li dian qiao
8,5,8026,0.129687,602,55,3,T,cui wei lu
9,5,831,0.196066,601,55,2,F,None
10,6,2404,0.223541,601,55,1,None,dong guan tou jie
11,6,5181,0.04698,602,55,3,T,dong guan tou jie
12,7,4029,0.155549,301,30,2,F,yao wa hu qiao
13,8,4473,0.035279,301,130,3,T,None
14,8,9322,0.199623,302,130,2,F,chao yang bei lu
15,9,2299,0.051962,301,55,3,T,nan si huan xi lu fu lu
16,9,2467,0.05875,304,30,3,T,None
17,10,5941,0.121139,102,130,3,T,si huan
18,11,4808,0.150587,602,55,3,T,dong ran bei jie
19,11,7425,0.009333,604,30,0,None,None
20,12,4114,0.032713,301,55,2,F,nan san huan dong lu fu lu
21,13,8721,0.058193,601,55,1,None,cai hu ying lu
22,13,426,0.737494,601,55,1,None,None
23,13,8972,0.383683,301,30,3,T,cai hu ying nan lu
24,14,1377,0.197559,601,55,1,None,shun si tiao
25,15,7304,0.190237,601,55,1,None,tuan jie hu lu
26,15,962,0.018724,404,55,1,None,None
27,16,6732,0.141387,601,30,3,T,nan yuan lu
28,17,2397,0.016012,301,55,3,T,nan san huan zhong lu fu lu
29,18,359,0.228247,301,30,2,F,dong zhi men qiao
30,20,5436,0.505833,102,130,3,T,si huan
31,20,7197,0.179799,102,130,2,F,si huan
32,20,1175,0.0367,105,55,2,F,si huan
33,22,10204,0.185829,601,30,3,T,xi da wang lu
34,23,5785,0.158941,301,55,3,T,ding hui qiao
35,23,3391,0.189534,301,55,3,T,ding hui qiao
36,24,10529,0.84669,102,55,2,F,er huan
37,24,10562,0.089704,105,30,2,F,er huan
38,25,1713,0.191344,402,130,2,F,guang qu lu
39,25,7827,0.031096,401,30,3,T,None
40,26,2228,1.364593,601,55,1,None,qing nian gou lu
41,26,7157,0.501782,5,30,3,T,jing cheng gao su gong lu
42,27,1986,0.056254,105,30,3,T,er huan
43,27,2229,0.187293,301,55,2,F,an ding men dong da jie
44,28,9832,0.007121,601,55,2,F,guang an men wai da jie
45,28,1262,0.169813,601,55,3,T,guang an men wai da jie
46,29,10106,0.082839,301,130,2,F,fu cheng lu
47,30,4313,0.300445,301,55,2,F,lian hua chi xi lu
48,31,9905,0.321707,601,55,0,None,None
49,32,5113,0.126714,302,55,2,F,ya zi qiao lu
50,32,7494,0.158102,602,55,3,T,bai zhi fang xi jie
51,32,2647,0.019544,301,55,1,None,guang an men nan jie
52,33,8180,0.551374,601,130,2,F,bei chen lu
53,33,4794,0.012118,604,130,1,None,None
54,33,10668,0.088737,602,55,2,F,None
55,34,2161,0.057933,601,55,2,F,li ze lu
56,34,914,0.015158,604,55,2,F,None
57,35,8890,0.025466,602,55,3,T,xing fu da jie
58,36,6296,0.368729,602,55,2,F,dian chang lu
59,36,1982,0.309686,601,55,1,None,None
60,37,1306,0.01011,604,55,2,F,None
61,37,5500,0.01724,060a,55,0,None,None
62,37,3085,0.009402,604,55,2,F,None
63,37,9350,0.014024,602,55,3,T,None
64,38,109,0.016659,602,55,3,T,jin tong dong lu
65,38,10351,0.323996,601,55,0,None,jing hua nan jie
66,39,2609,0.168007,601,30,2,F,chao yang lu
67,39,99,0.305421,601,55,3,T,chao yang lu
68,40,2954,0.183524,301,55,2,F,lian hua chi dong lu
69,41,4777,0.163251,601,55,1,None,None
70,41,1164,0.010434,601,55,1,None,da mu cang hu tong
71,42,6226,0.186094,602,55,2,F,zhan lan guan lu
72,43,8984,0.133982,601,55,1,None,jing hua nan jie
73,43,3524,0.004775,601,55,0,None,None
74,43,8966,0.017557,602,55,3,T,None
75,44,2347,0.066458,601,30,2,F,None
76,44,7190,0.036108,601,30,2,F,nan yuan lu
77,45,10682,0.48033,102,55,3,T,san huan
78,46,4780,0.115198,302,130,2,F,fu xing lu
79,47,6129,0.213286,601,130,1,None,bei he yan da jie
80,47,6722,0.273727,601,130,1,None,bei he yan da jie
81,47,8418,0.406432,601,30,1,None,qi he lou bei xiang
82,48,1932,0.572451,102,55,2,F,tong hui he bei lu gao su gong lu
83,49,1784,0.369401,601,30,2,F,xi da wang lu
84,49,497,0.368707,602,55,2,F,xi da wang lu
85,49,9938,0.133607,602,130,3,T,xi da wang lu
86,50,441,0.011485,300,55,2,F,xin xing qiao
87,52,6203,0.091044,602,55,2,F,shan yuan jie
88,52,7084,0.009825,604,55,0,None,None
89,53,2627,0.485959,102,130,3,T,si huan
90,54,3748,0.39582,402,130,2,F,zhong guan cun nan da jie
91,54,3855,0.083051,802,55,3,T,None
92,55,5655,0.359943,402,130,3,T,li ze lu
93,56,8470,0.057356,301,55,2,F,dong zhi men nan da jie
94,57,9024,0.346381,3,30,2,F,jing tong kuai su gong lu
95,58,3816,0.12686,601,55,1,None,bai wan zhuang nan jie
96,58,2194,0.262059,601,55,1,None,bai wan zhuang nan jie
97,59,10489,0.148311,202,55,2,F,yong ding men wai da jie
98,59,746,0.014983,604,55,1,None,None
99,60,9761,0.004223,300,55,2,F,wan quan he qiao
100,60,3557,0.045379,301,30,3,T,wan quan he qiao
101,61,2304,0.049691,601,55,1,None,None
102,61,7404,0.312184,601,30,3,T,dong huang cheng gen nan jie
103,61,9724,0.169321,601,30,2,F,dong huang cheng gen nan jie
104,62,624,0.014101,404,55,2,F,None
105,62,10044,0.113273,402,130,2,F,zhu shi kou xi da jie
106,62,7991,0.011474,404,130,3,T,None
107,63,5947,0.528576,301,30,2,F,xi san huan nan lu fu lu
108,64,9150,0.021851,601,30,3,T,xuan wu men nei da jie
109,65,8360,0.30353,601,130,1,None,jing kai xi lu
110,65,4229,0.213006,601,55,1,None,None
111,66,7430,1.442132,601,55,1,None,dong hua men da jie
112,67,4367,0.169541,402,55,2,F,hua yuan dong lu
113,68,10172,0.339425,602,55,3,T,da cheng lu
114,68,1540,0.016368,604,30,1,None,None
115,69,1568,0.170335,601,30,2,F,an ding lu
116,69,3604,0.281024,601,55,0,None,jian an dong lu
117,70,6152,0.040484,301,55,2,F,nan san huan dong lu fu lu
118,71,5101,0.085222,300,55,2,F,None
119,72,3094,0.042411,601,55,1,None,kun ming hu nan lu
120,73,8556,0.25644,105,55,2,F,xi zhi men wai da jie
121,74,5841,0.040902,301,55,2,F,shuang long lu
122,75,701,0.133933,301,55,2,F,xi si huan nan lu fu lu
123,76,8838,0.145856,302,130,3,T,fu cheng men wai da jie
124,77,7320,0.016657,601,55,0,None,None
125,78,857,0.163152,302,130,2,F,song yu nan lu
126,79,2145,0.040951,304,130,3,T,None
127,79,727,0.016322,304,55,2,F,None
128,80,5691,0.016695,604,30,1,None,None
129,80,4733,0.01079,604,30,1,None,None
130,80,9735,0.147672,602,55,3,T,cao qiao dong lu
131,81,4170,0.07803,402,130,2,F,luo ma shi da jie
132,82,1599,0.024468,301,130,3,T,bei si huan xi lu fu lu
133,83,2652,0.043356,301,55,2,F,si fang qiao
134,83,3197,0.064838,304,30,2,F,None
135,84,365,0.05644,601,30,2,F,bei chen xi lu
136,85,8497,0.056421,304,30,3,T,None
137,85,5259,0.320698,301,55,2,F,nan si huan zhong lu fu lu
138,86,7930,0.176177,301,55,2,F,bei si huan zhong lu fu lu
139,86,7642,0.188941,301,130,2,F,bei si huan zhong lu fu lu
140,87,88,0.36274,2,130,2,F,jing kai gao su gong lu
141,87,770,0.049756,5,30,2,F,jing kai gao su gong lu
142,88,6800,0.207947,3,55,2,F,jing kai gao su gong lu
143,89,2513,0.386933,102,130,3,T,lian hua chi dong lu
144,89,623,0.071722,105,30,3,T,lian hua chi dong lu
145,90,7656,0.167531,301,55,3,T,dong san huan nan lu fu lu
146,91,181,0.228469,601,55,1,None,None
147,92,9674,0.164371,601,55,0,None,zhuang wei lu
148,92,722,0.124396,602,30,2,F,zhuang wei lu
149,92,3991,0.124694,602,30,3,T,zhuang wei lu
150,93,6443,0.228864,102,130,3,T,er huan
151,94,3099,0.331461,601,55,1,None,wu jia chang lu
152,94,3895,0.170213,601,55,1,None,lian bao zhong lu
153,95,4358,0.092347,602,55,2,F,guang ming lu
154,95,8751,0.017547,604,55,0,None,None
155,96,4507,0.172298,402,130,3,T,guang an men qiao
156,97,5644,0.049246,103,30,2,F,er huan
157,97,7212,0.054106,103,30,3,T,er huan
158,97,2665,0.150428,105,30,3,T,er huan
159,98,3586,0.011459,604,55,3,T,None
160,98,3212,0.089978,602,55,3,T,hai dian zhong jie
161,98,6886,0.010776,604,55,2,F,None
162,99,8200,0.006838,604,55,1,None,None
163,99,9644,0.068897,601,55,3,T,chao yang lu
164,100,7065,0.300334,604,55,0,None,None
165,100,8741,0.235592,601,30,2,F,jian guo men wai da jie
166,101,1088,0.14224,602,55,2,F,dian chang lu
167,101,8246,0.011325,604,30,1,None,None
168,102,7272,0.011918,301,130,2,F,dong san huan zhong lu fu lu
169,102,10120,0.047984,304,30,2,F,None
170,102,10551,0.22772,301,130,3,T,dong san huan zhong lu fu lu
171,103,4804,0.317838,602,55,2,F,zuo an men nei da jie
172,103,4668,0.536463,601,55,1,None,long tan lu
173,104,7292,0.203939,301,55,3,T,de sheng men xi da jie
174,104,5612,0.033501,105,30,3,T,er huan
175,105,3509,0.153117,601,55,1,None,None
176,105,6325,0.134159,601,55,1,None,None
177,106,3694,0.340367,601,30,3,T,chao yang men wai da jie
178,107,126,0.131751,602,130,2,F,pi cai hu tong
179,108,8458,0.090231,601,130,1,None,dong si bei da jie
180,109,5774,0.166894,602,55,3,T,jin tong dong lu
181,109,3679,0.01368,604,30,1,None,None
182,110,9492,0.124871,601,55,1,None,None
183,110,5391,0.176209,601,55,1,None,wu sheng dong lu
184,111,8461,0.336082,601,55,1,None,wang yuan bei lu
185,111,6335,0.243567,301,55,3,T,None
186,112,5763,0.101274,301,55,3,T,xi si huan zhong lu fu lu
187,113,6241,0.059175,304,55,2,F,None
188,114,9604,0.23543,601,30,3,T,fu tong dong da jie
189,115,8928,0.23935,601,55,1,None,xing fu cun zhong lu
190,115,650,0.298466,601,55,1,None,chun xiu lu
191,115,1405,0.513186,601,55,1,None,chun xiu lu
192,116,5794,0.260173,402,130,2,F,zhong guan cun nan da jie
193,116,3748,0.018258,404,55,1,None,None
194,117,6877,0.231595,601,55,1,None,ma jia pu zhong lu
195,118,3372,0.221186,402,130,3,T,xuan wu men wai da jie
196,119,2312,0.13039,602,55,2,F,xin yuan nan lu
197,120,294,0.323765,601,55,0,None,None
198,120,8286,0.038149,601,55,0,None,mai zi dian jie
199,121,2590,0.335686,601,30,2,F,chang chun qiao lu
200,122,3243,0.1287,301,55,2,F,bei si huan xi lu fu lu
201,123,6809,0.117366,601,55,0,None,xian dai cheng xi lu
202,123,2779,0.047971,301,55,3,T,jian guo lu
203,124,9737,0.328579,102,130,3,T,lian hua chi xi lu
204,124,5187,0.227984,103,30,2,F,san huan
205,125,9617,0.019444,300,55,2,F,guang an men qiao
206,125,6131,0.160265,301,55,0,None,guang an men nei da jie
207,126,3714,0.092621,402,55,2,F,xi dan bei da jie
208,127,2768,0.134045,601,55,1,None,gong ren ti yu chang nan lu
209,127,3492,0.439362,602,55,2,F,gong ren ti yu chang dong lu
210,129,7619,0.513012,102,55,2,F,san huan
211,130,7332,0.032256,304,130,3,T,None
212,131,6034,0.04681,304,55,2,F,None
213,131,1085,0.019458,304,55,3,T,None
214,132,6888,0.086492,301,30,3,T,bei san huan zhong lu fu lu
215,132,10553,0.098433,301,30,2,F,an hua qiao
216,133,9443,0.018473,301,55,2,F,fu cheng men wai da jie
217,133,4686,0.019256,601,30,3,T,fu cheng men wai da jie
218,134,435,0.21617,301,55,3,T,tong hui he bei lu
219,135,6485,0.293906,302,130,2,F,fu xing men wai da jie
220,135,4190,0.020886,304,130,1,None,None
221,136,5753,0.089731,401,55,1,None,xin jie kou bei da jie
222,136,5737,0.588239,601,55,1,None,xin jie kou dong jie
223,137,464,0.228284,602,55,3,T,jin bao jie
224,138,9888,0.168356,601,130,1,None,yue tan nan jie
225,138,2825,0.24374,601,55,2,F,san li he nan si xiang
226,139,7804,0.523017,302,55,3,T,san li he lu
227,140,187,0.064087,602,55,2,F,None
228,141,6514,0.12246,103,55,2,F,lian hua chi dong lu
229,141,10338,0.255534,102,130,3,T,er huan
230,142,5831,0.244811,602,55,3,T,ling long lu
231,143,9582,0.035922,301,55,2,F,xi zhi men bei da jie
232,144,3818,0.153655,601,55,1,None,xue yuan hu tong
233,144,10404,0.040149,601,30,2,F,xue yuan hu tong
234,145,9112,0.139876,601,30,2,F,gu lou wai da jie
235,146,5249,0.173191,602,55,2,F,shi liu zhuang lu
236,146,292,0.009327,604,55,1,None,None
237,147,6989,0.196773,604,55,0,None,None
238,148,1785,0.039161,304,30,3,T,None
239,148,3666,0.017221,301,55,3,T,fu xing men bei da jie
240,149,3834,0.514681,602,55,3,T,jin gou he lu
241,149,8469,0.009333,604,55,1,None,None
242,150,4267,0.606171,601,30,1,None,qian hai bei yan
243,151,2832,0.015878,304,55,3,T,None
244,151,7098,0.162804,302,55,3,T,chao yang lu
245,151,7591,0.174764,301,55,2,F,dong si huan zhong lu fu lu
246,152,640,0.754919,601,55,1,None,feng tai nan lu
247,152,377,0.332789,601,55,1,None,fan yang lu
248,152,2299,0.636377,601,55,1,None,fan yang lu
249,153,1192,0.113976,602,55,2,F,hai dian zhong jie
250,154,5529,0.061489,102,130,3,T,er huan
251,156,5129,0.129885,301,55,2,F,cai hu ying qiao
252,157,6731,0.096188,302,130,2,F,fu cheng lu
253,158,6013,0.003664,602,55,3,T,lang jia yuan lu
254,159,1208,0.034754,301,55,2,F,xi san huan bei lu fu lu
255,160,2078,0.07554,105,30,2,F,er huan
256,161,10488,0.462553,402,55,2,F,xiao yun lu
257,161,2508,0.008879,404,55,1,None,None
258,162,5696,0.067232,602,55,2,F,nan zhan xing fu lu
259,162,7963,0.172153,602,55,3,T,nan zhan xing fu lu
260,162,8309,0.373284,601,55,2,F,None
261,163,6810,0.515616,601,55,0,None,None
262,163,5462,0.012757,401,55,1,None,da yang fang lu
263,164,6424,0.057608,601,30,3,T,fu tong dong da jie
264,164,1702,0.069072,105,55,2,F,si huan
265,165,3690,0.268618,601,55,0,None,shou pa kou xi jie
266,165,6179,0.018526,601,30,3,T,shou pa kou xi jie
267,166,858,0.109404,602,55,3,T,long tan lu
268,167,9137,0.007336,604,30,2,F,None
269,167,7963,0.211026,602,55,2,F,nan zhan xing fu lu
270,168,10178,0.020065,600,30,3,T,None
271,168,3621,0.16315,601,30,2,F,None
272,169,3139,0.016891,604,55,1,None,None
273,169,9620,0.094914,302,130,3,T,jian guo men wai da jie
274,171,5578,0.468344,105,55,2,F,de sheng men wai da jie
275,171,10077,0.024789,301,55,2,F,de sheng men dong da jie
276,172,4480,0.385338,601,30,3,T,tai ji chang er tiao
277,172,6017,0.078199,601,55,1,None,da hua lu
278,172,3407,0.34295,601,55,1,None,da hua lu
279,173,10427,0.257062,601,55,1,None,None
280,174,3334,0.158334,102,130,2,F,san huan
281,175,1949,0.108921,102,130,2,F,si huan
282,176,8696,0.102869,602,55,3,T,fu cheng men nei da jie
283,176,5329,0.071107,601,30,2,F,jin rong da jie
284,178,5058,0.106989,601,30,2,F,None
285,178,755,0.092649,601,30,1,None,None
286,179,9136,0.199002,301,55,2,F,jian guo men nan da jie
287,179,9712,0.136329,301,55,2,F,jian guo men qiao
288,180,8378,0.545436,601,55,1,None,None
289,180,5013,0.412787,301,30,3,T,nan si huan xi lu fu lu
290,181,7205,0.232262,601,55,1,None,zhang hua nan lu
291,182,3635,0.034458,202,130,2,F,nan yuan lu
292,182,6860,0.030706,204,30,2,F,None
293,183,6544,0.114416,301,55,2,F,nan si huan dong lu fu lu
294,184,5416,0.361863,601,30,2,F,li ze lu
295,185,4650,0.036584,105,30,2,F,san huan
296,185,4180,0.218076,301,55,3,T,xi san huan bei lu fu lu
297,186,3088,0.083305,802,55,2,F,None
298,186,54,0.008466,404,130,2,F,None
299,187,3424,0.057254,602,55,2,F,ma jia pu lu
300,188,6153,0.102107,601,55,1,None,zhen wu miao lu er tiao
301,189,1010,0.074816,105,30,2,F,san huan
302,189,8174,0.258283,102,55,3,T,san huan
303,190,9641,0.154862,602,55,2,F,mei shu guan dong jie
304,190,3321,0.394371,601,55,1,None,long fu si jie
305,190,3457,0.009761,604,55,0,None,None
306,191,5604,0.119315,301,55,2,F,ma dian qiao
307,192,5082,0.17451,301,30,2,F,guo mao qiao
308,192,283,0.071399,601,130,3,T,jian guo men wai da jie
309,192,9206,0.069174,604,30,2,F,None
310,193,937,0.191474,402,55,2,F,xi dan bei da jie
311,194,2241,0.163844,402,130,2,F,zi zhu yuan lu
312,194,10703,0.016034,404,55,2,F,None
313,194,3007,0.014129,404,55,3,T,None
314,195,8093,0.201072,301,55,2,F,xi zhi men wai da jie
315,196,8481,0.105393,105,30,2,F,fu shi lu
316,196,2020,0.256645,102,55,2,F,fu shi lu
317,197,5802,0.039475,602,55,2,F,bei tu cheng xi lu
318,197,5739,0.010773,402,55,2,F,None
319,198,5984,0.414473,601,55,1,None,qi li zhuang lu
320,198,6548,0.013231,602,55,3,T,dong da jie
321,198,2354,0.025237,602,55,2,F,dong da jie
322,198,348,0.018328,604,55,1,None,None
323,199,9047,0.148073,601,30,2,F,liang ma qiao lu
324,200,3292,0.072656,601,130,3,T,bei chen lu
325,201,6299,0.062447,105,30,3,T,si huan
326,201,2437,0.051307,102,130,2,F,si huan
327,202,3901,0.326511,601,55,1,None,shun san tiao
328,202,5487,0.135238,601,55,1,None,tong ren dong lu
329,203,2744,0.263878,402,55,3,T,zhu shi kou dong da jie
330,203,5913,0.013896,604,55,2,F,None
331,203,10030,0.018843,040a,130,0,None,None
332,204,5976,0.078922,601,55,0,None,bei cao chang hu tong
333,204,3385,0.071363,301,55,3,T,de sheng men xi da jie
334,204,4068,0.232425,301,55,2,F,de sheng men xi da jie
335,205,3820,0.018362,601,55,1,None,dong ran bei jie
336,206,7890,0.135265,301,55,2,F,bei san huan xi lu fu lu
337,207,10323,0.280858,602,55,2,F,wan feng lu
338,208,2109,0.078988,301,55,2,F,bei san huan dong lu fu lu
339,209,4628,0.229905,402,55,2,F,zi zhu yuan lu
340,209,9005,0.078416,301,30,2,F,None
341,210,3961,0.012686,304,130,2,F,None
342,211,1230,0.316107,301,55,3,T,xi si huan bei lu fu lu
343,213,7056,0.044373,300,55,3,T,xin xing qiao
344,213,50,0.422248,300,55,2,F,xin xing qiao
345,214,5213,0.025444,301,130,2,F,xi san huan zhong lu fu lu
346,214,6701,0.052502,304,30,2,F,None
347,215,10220,0.27765,601,55,2,F,lan dian chang nan lu
348,216,6528,0.016883,601,55,1,None,jun bo xi lu
349,216,2410,0.063957,601,55,1,None,yu yuan tan nan lu
350,217,8841,0.628335,602,55,3,T,hui xin xi jie
351,218,5266,0.327313,602,55,2,F,tai yang gong nan jie
352,219,9856,0.249684,301,55,2,F,an ding men dong da jie
353,219,1123,0.167359,105,30,2,F,er huan
354,220,2598,0.13788,601,55,1,None,None
355,221,10144,0.017048,602,30,3,T,feng tai dong lu
356,221,4856,0.016358,602,30,2,F,feng tai dong lu
357,221,320,0.189601,601,55,1,None,wan fang lu
358,222,4710,0.172447,601,55,1,None,xin feng jie
359,223,7193,0.162851,402,130,2,F,guang qu men nei da jie
360,224,6369,0.024451,401,30,3,T,None
361,224,6302,0.165481,601,30,2,F,zhu shi kou dong da jie
362,225,4978,0.364993,601,55,0,None,None
363,225,8197,0.158337,601,55,2,F,zi zhu yuan lu
364,226,3105,0.026919,601,55,0,None,jian hua nan lu
365,227,2240,0.052019,604,30,3,T,None
366,227,1082,0.030368,402,55,3,T,guang an men wai da jie
367,228,2844,0.031464,604,30,2,F,None
368,228,5596,0.053152,602,130,2,F,chong wen men wai da jie
369,229,9148,0.140346,601,55,3,T,None
370,229,4663,0.170259,601,55,1,None,san li tun dong san jie
371,230,8036,0.436943,602,55,2,F,pu huang yu lu
372,231,8153,0.05221,602,55,2,F,ma jia pu xi lu
373,232,10248,0.071983,401,55,2,F,bei tu cheng xi lu
374,232,8532,0.110741,402,55,2,F,bei tai ping zhuang lu
375,233,6000,0.018942,602,55,2,F,liang ma qiao lu
376,234,9259,0.610116,102,55,3,T,san huan
377,234,2924,0.048593,105,30,2,F,san huan
378,235,5028,0.008473,604,55,0,None,None
379,235,7501,0.247934,602,55,3,T,jia yuan lu
380,235,7694,0.23409,601,55,1,None,bei jia di lu
381,236,6098,0.554747,301,55,3,T,lan dian chang nan lu
382,237,5000,0.339775,302,130,3,T,xi chang an jie
383,237,66,0.810967,601,55,1,None,nan chang jie
384,237,5861,0.019209,304,55,3,T,None
385,238,1619,0.057049,601,55,1,None,None
386,239,4588,0.777671,102,55,2,F,san huan
387,240,10774,0.047079,602,130,2,F,ma jia pu dong lu
388,241,1942,0.155656,602,55,2,F,nan xin hua jie
389,242,10158,0.562532,2,55,3,T,jing cheng gao su gong lu
390,242,9887,0.099605,5,30,3,T,jing cheng gao su gong lu
391,243,440,0.078503,602,30,2,F,None
392,243,8598,0.010173,604,30,2,F,None
393,244,8579,0.057534,301,30,2,F,lan dian chang nan lu
394,245,2730,0.063865,302,55,2,F,fu cheng lu
395,245,10279,0.329011,301,30,2,F,None
396,246,8780,0.153348,601,55,1,None,ri tan lu
397,246,1940,0.236176,601,55,2,F,xiu shui nan jie
398,246,10271,0.188113,601,55,0,None,ri tan lu
399,247,2009,0.084574,102,130,3,T,lian hua chi dong lu
400,247,3945,0.283889,103,30,2,F,er huan
401,248,954,0.183825,301,55,2,F,chao yang men nan da jie
402,248,6238,0.123285,601,30,0,None,None
403,249,5736,0.21194,601,55,2,F,zuo jia zhuang nan xie jie
404,249,5087,0.394731,601,55,2,F,zuo jia zhuang qian jie
405,250,2509,0.129451,601,55,1,None,None
406,251,5663,0.046666,304,130,2,F,None
407,252,4556,0.058638,402,55,3,T,gong ren ti yu chang bei lu
408,253,1760,0.179338,602,130,3,T,dong wu yuan lu
409,254,1094,0.246058,601,55,1,None,None
410,255,7794,0.118584,602,55,2,F,gong ren ti yu chang dong lu
411,256,8192,0.711076,102,130,2,F,si huan
412,256,2466,0.046039,105,30,2,F,si huan
413,257,8948,0.009403,404,55,3,T,None
414,257,5059,0.013615,404,55,2,F,None
415,257,3900,0.448567,602,55,3,T,chang qing yuan lu
416,258,10281,0.113606,601,55,1,None,dong da mo chang jie
417,258,9463,0.229344,601,55,3,T,None
418,259,10739,0.008393,300,55,3,T,None
419,260,10384,0.203748,301,55,2,F,dong si huan nan lu fu lu
420,261,113,0.306485,402,55,2,F,fang yuan xi lu
421,262,4889,0.134109,601,30,2,F,guang qu lu
422,262,9657,0.025797,401,30,2,F,None
423,263,7196,0.050763,601,55,1,None,xi ba he lu
424,264,10713,0.011813,604,55,0,None,None
425,264,661,0.1461,601,30,3,T,nan yuan lu
426,265,5582,0.117692,301,55,3,T,de sheng men xi da jie
427,266,7112,0.043852,304,30,0,None,None
428,266,2549,0.102951,301,55,2,F,bei san huan xi lu fu lu
429,267,635,0.469312,601,55,1,None,huang mu chang lu
430,267,6351,0.036752,301,55,2,F,dong san huan zhong lu fu lu
431,268,888,0.162764,302,55,2,F,chao yang men wai da jie
432,269,2699,0.057956,304,30,1,None,None
433,270,3594,0.047802,304,130,2,F,None
434,270,7815,0.018098,301,55,2,F,bei san huan xi lu fu lu
435,271,9424,0.568824,601,55,1,None,huang si da jie
436,272,1213,0.015227,604,55,0,None,None
437,272,5190,0.132459,602,30,2,F,wu ding hou jie
438,272,9247,0.120401,601,55,1,None,jin shi fang jie
439,273,4147,0.169945,601,30,2,F,cai shi kou da jie
440,274,6080,0.053878,304,30,3,T,None
441,274,6393,0.376372,301,55,2,F,wan quan he qiao
442,275,7392,0.065693,602,55,3,T,da hong men xi lu
443,275,4945,0.140722,601,30,2,F,None
444,276,1094,0.066992,601,30,3,T,nan yuan lu
445,277,8970,0.025833,105,30,3,T,san huan
446,277,10726,0.651909,102,55,2,F,san huan
447,278,10385,0.178733,302,130,2,F,fu xing men nei da jie
448,279,4701,0.01501,601,30,3,T,dong jiao min xiang
449,279,6669,0.009765,601,55,2,F,dong jiao min xiang
450,280,4482,0.252856,602,55,3,T,wan quan zhuang lu
451,280,2622,0.008926,604,55,0,None,None
452,280,6639,0.261787,601,55,0,None,sheng hua si lu
453,281,1985,0.570958,601,55,1,None,hua yuan lu
454,281,7966,0.026415,301,55,3,T,bei si huan zhong lu fu lu
455,282,6814,0.577057,601,55,0,None,None
456,282,2798,0.308061,601,55,1,None,mai zi dian lu
457,283,10123,0.132707,601,130,3,T,jian guo men wai da jie
458,283,7303,0.103615,604,30,2,F,None
459,284,10130,0.65666,601,30,3,T,zhi chun lu
460,285,4556,0.014668,404,55,3,T,None
461,285,1196,0.019236,602,55,2,F,xin dong lu
462,286,1293,0.140666,601,55,2,F,cheng fang jie
463,287,5345,0.118201,601,55,2,F,chang wa zhong lu
464,287,2541,0.116425,602,55,2,F,chang chun qiao lu
465,288,8205,0.012991,601,30,1,None,nan jian zi xiang
466,288,10463,0.45383,601,30,2,F,wang zhi ma hu tong
467,289,8620,0.00945,301,30,2,F,lian hua qiao
468,290,5947,0.490186,601,55,1,None,yu fang yuan bei lu
469,291,9234,0.011033,604,55,3,T,None
470,291,7333,0.013621,604,55,2,F,None
471,292,5249,0.172634,602,55,3,T,shi liu zhuang lu
472,293,1706,0.100886,602,55,3,T,yu ting qiao
473,293,7019,0.195929,105,30,3,T,er huan
474,294,3460,0.104621,602,55,2,F,chao yang gong yuan lu
475,294,10565,0.010169,604,55,1,None,None
476,296,460,0.30989,302,130,2,F,fu xing men nei da jie
477,297,4754,0.153344,301,55,2,F,bei si huan zhong lu fu lu
478,298,6975,0.118937,301,55,3,T,bei san huan dong lu fu lu
479,298,4959,0.074712,105,30,2,F,san huan
480,299,3522,0.03712,105,30,3,T,xi zhi men bei da jie
481,299,143,0.225411,301,55,2,F,xi zhi men bei da jie
482,300,4353,0.230397,601,30,2,F,dong si huan zhong lu fu lu
483,300,1681,0.376188,601,55,1,None,None
484,301,2029,0.126569,301,55,2,F,bei wu cun lu
485,302,534,0.2474,601,55,3,T,san li he dong fu lu
486,302,5863,0.077648,601,130,1,None,yue tan nan jie
487,303,9609,0.228454,301,55,2,F,xi zhi men wai da jie
488,303,2613,0.250111,601,55,2,F,xi zhi men wai da jie
489,304,9627,0.557796,3,30,2,F,jing kai gao su gong lu
490,304,3836,0.309539,3,55,2,F,jing kai gao su gong lu
491,305,7482,0.00847,604,30,1,None,None
492,305,3863,0.126106,601,30,2,F,None
493,307,643,0.080625,601,55,2,F,ding hui qiao
494,307,10231,0.235616,301,55,2,F,ding hui qiao
495,308,4017,0.031533,601,55,1,None,None
496,309,8460,0.015433,604,30,0,None,None
497,310,9741,0.094642,402,55,2,F,ke ji da dao
498,310,4974,0.020874,601,30,3,T,None
499,311,2996,0.209303,601,55,1,None,zhong guan cun bei er jie
500,311,7237,0.483973,301,55,3,T,bei si huan xi lu fu lu
501,312,9180,0.015223,404,55,2,F,None
502,312,285,0.013678,404,55,3,T,None
503,313,536,0.01036,301,30,2,F,xi zhi men qiao
504,313,1951,0.044795,105,30,2,F,xi zhi men wai da jie
505,314,6749,0.606626,102,55,3,T,san huan
506,315,1072,0.061516,301,55,2,F,dong si huan zhong lu fu lu
