Link ID,From Node,To Node,LENGTH,KIND,WIDTH,DIRECTION,ONEWAY,PATHPY
3387,2134,5377,0.58888,601,55,1,None,tai ping lu
3388,2134,3433,0.055769,304,55,1,None,None
3389,2135,9112,0.009746,604,30,1,None,None
3390,2135,6024,0.140393,602,55,3,T,gu lou wai da jie
3391,2136,5525,0.084213,601,55,1,None,dong si bei da jie
3392,2136,3127,0.155497,602,55,3,T,dong si bei da jie
3393,2137,1741,0.286477,601,55,1,None,liu cun lu
3394,2138,7066,0.049234,105,30,2,F,si huan
3395,2138,4498,0.286926,102,130,2,F,si huan
3396,2139,5684,0.316797,602,55,3,T,bei tu cheng dong lu
3397,2141,4031,0.543704,301,30,3,T,nan si huan xi lu fu lu
3398,2142,8812,0.081926,602,55,3,T,gu lou wai da jie
3399,2143,8421,0.602149,602,55,2,F,wan shou si lu
3400,2144,1395,0.03198,601,30,2,F,None
3401,2144,10686,0.040277,301,55,3,T,si hui qiao
3402,2145,1755,0.011452,304,55,3,T,None
3403,2145,7644,0.157762,602,30,3,T,yong he gong da jie
3404,2146,7466,0.585489,301,55,2,F,wang he qiao
3405,2147,8697,0.095882,601,55,2,F,yong ding men wai da jie
3406,2148,10780,0.228626,402,130,3,T,zhong guan cun bei da jie
3407,2149,6687,0.100308,601,55,3,T,None
3408,2150,9144,0.018187,401,30,3,T,None
3409,2150,7436,0.131573,402,130,2,F,cai shi kou da jie
3410,2151,6578,0.006782,602,30,3,T,an zhen lu
3411,2151,4307,0.027927,604,30,0,None,None
3412,2152,3697,0.03115,105,30,2,F,si huan
3413,2152,2642,0.365455,102,130,2,F,si huan
3414,2153,2352,0.101183,602,55,3,T,None
3415,2154,7963,0.007004,604,30,1,None,None
3416,2155,8307,0.00941,604,55,2,F,None
3417,2156,48,0.262239,103,55,2,F,tong hui he bei lu gao su gong lu
3418,2156,9171,0.418751,301,30,2,F,tong hui he bei lu
3419,2157,10172,0.0342,304,55,3,T,None
3420,2158,10488,0.740705,601,55,1,None,tian ze lu
3421,2158,3526,0.680096,601,55,0,None,liang ma qiao dong jie
3422,2158,7134,0.112734,601,55,1,None,tian ze lu
3423,2159,778,0.383411,105,30,2,F,er huan
3424,2159,4951,0.195234,103,55,2,F,cai hu ying nan lu
3425,2160,15,0.265754,402,130,2,F,nong zhan guan nan lu
3426,2161,6223,0.110172,601,55,2,F,li ze lu
3427,2163,5507,0.485405,401,55,1,None,da yang fang lu
3428,2163,4061,0.601326,402,30,3,T,da yang fang lu
3429,2164,4842,0.200469,301,30,2,F,tong hui he bei lu
3430,2165,7624,0.219823,301,30,3,T,dong zhi men qiao
3431,2165,10084,0.028238,301,55,2,F,dong zhi men qiao
3432,2165,10596,0.025374,301,55,3,T,dong zhi men qiao
3433,2166,4080,0.01275,601,30,3,T,fu cheng lu
3434,2166,6690,0.166462,301,55,2,F,fu cheng lu
3435,2167,9059,0.246906,102,55,3,T,san huan
3436,2168,10086,0.03497,300,30,3,T,guang ming qiao
3437,2169,7085,0.048671,601,30,3,T,guang an lu
3438,2169,6174,0.074445,601,30,3,T,guang an lu
3439,2170,6186,0.06318,602,130,3,T,xi da wang lu
3440,2170,5349,0.013351,304,55,3,T,None
3441,2171,9304,0.126507,402,55,3,T,gong ren ti yu chang bei lu
3442,2172,7563,0.047362,402,55,3,T,gong ren ti yu chang bei lu
3443,2173,2952,0.134724,601,55,1,None,bai wan zhuang bei jie
3444,2174,10241,0.117191,601,55,2,F,yi ze lu
3445,2174,9598,0.349417,602,30,3,T,feng guan lu
3446,2175,4722,0.297015,601,55,1,None,jin yuan lu
3447,2175,9131,0.191247,601,55,1,None,None
3448,2177,3941,0.014715,402,130,3,T,guang qu lu
3449,2178,1892,0.120359,304,55,2,F,None
3450,2178,438,0.168215,301,55,3,T,fu xing men nan da jie
3451,2179,6693,0.209384,601,55,1,None,min zhu bei jie
3452,2179,5847,0.120407,601,55,2,F,yong ding men wai da jie
3453,2181,2133,0.210509,601,55,1,None,qing nian hu nan jie
3454,2182,1944,0.049544,5,30,2,F,jing gang ao gao su gong lu
3455,2182,10422,0.127529,601,55,3,T,guang an lu
3456,2183,7820,0.009882,604,55,1,None,None
3457,2183,9612,0.410403,602,55,3,T,fu cheng men nei da jie
3458,2184,9681,0.443308,103,55,2,F,si huan
3459,2184,7355,0.23199,103,55,3,T,si huan
3460,2185,8763,0.308297,401,55,1,None,da yang fang lu
3461,2186,6074,0.120192,601,55,0,None,None
3462,2187,6419,0.060087,601,55,1,None,hong lian nan lu
3463,2187,1110,0.007106,601,30,0,None,None
3464,2188,8997,0.633505,102,55,3,T,er huan
3465,2189,3859,0.017282,301,30,2,F,None
3466,2189,5844,0.433576,601,55,2,F,yong ding men wai da jie
3467,2190,7051,0.268425,102,55,3,T,san huan
3468,2190,9957,0.047766,105,30,3,T,san huan
3469,2191,5330,0.124625,602,30,3,T,an hua lu
3470,2191,6133,0.028364,304,55,3,T,None
3471,2192,10807,0.009146,404,130,2,F,None
3472,2193,8788,0.082869,602,55,2,F,an ding men nei da jie
3473,2194,6449,0.224898,601,30,3,T,fu cheng men wai da jie
3474,2194,1692,0.013551,604,55,1,None,None
3475,2195,10689,0.060049,402,55,2,F,guang an men wai da jie
3476,2196,10249,0.092052,302,130,2,F,guo mao qiao
3477,2197,4526,0.06031,800,30,3,T,None
3478,2198,2732,0.763355,601,55,1,None,wen zhang hu tong
3479,2198,5550,0.430883,601,55,1,None,ti yu guan xi lu
3480,2199,4858,0.306751,301,30,2,F,None
3481,2199,1915,0.090433,301,55,2,F,bei si huan xi lu fu lu
3482,2200,2600,0.455409,601,55,1,None,ma dian dong lu
3483,2200,7970,0.06386,301,55,2,F,bei san huan zhong lu fu lu
3484,2200,2503,0.107583,301,55,3,T,ma dian qiao
3485,2201,10724,0.01769,601,30,3,T,tian shui yuan jie
3486,2201,4910,0.211278,601,55,1,None,chao yang gong yuan lu
3487,2202,5499,0.02252,301,55,3,T,nan si huan dong lu fu lu
3488,2202,6511,0.068796,304,30,1,None,None
3489,2203,6985,0.186355,301,55,2,F,de sheng men qiao
3490,2203,1388,0.009502,301,55,3,T,de sheng men xi da jie
3491,2204,9713,0.40634,601,55,1,None,xiu shui dong jie
3492,2204,5026,0.162332,601,55,3,T,ri tan dong lu
3493,2205,7610,0.007201,604,30,1,None,None
3494,2205,3077,0.082382,602,55,2,F,bei li shi lu
3495,2206,4602,0.099505,102,55,3,T,er huan
3496,2207,2164,0.073222,301,30,2,F,tong hui he bei lu
3497,2208,6586,0.180366,302,130,2,F,chao yang bei lu
3498,2209,5160,0.085184,105,30,3,T,san huan
3499,2209,7813,0.217963,102,130,2,F,san huan
3500,2210,10010,0.282989,301,55,3,T,nan san huan zhong lu fu lu
3501,2211,6314,0.218647,601,55,0,None,ba ke yang nan jie
3502,2211,3831,0.1507,601,55,0,None,None
3503,2212,8491,0.329606,105,30,3,T,er huan
3504,2212,5127,0.0503,402,55,3,T,guang an men qiao
3505,2213,946,0.783984,102,55,3,T,er huan
3506,2214,5471,0.115303,602,55,2,F,ma jia pu dong lu
3507,2215,430,0.163691,601,55,2,F,li ze lu
3508,2216,3808,0.006161,604,130,3,T,None
3509,2217,3243,0.161241,301,30,2,F,huo qi ying qiao
3510,2217,5423,0.087098,301,55,0,None,None
3511,2218,4226,0.166799,602,55,3,T,guang ming lu
3512,2218,5959,0.168023,601,30,2,F,None
3513,2219,4736,0.10688,602,55,2,F,xin dong lu
3514,2220,1059,0.007891,604,55,1,None,None
3515,2220,10759,0.39234,601,55,1,None,xi huang cheng gen bei jie
3516,2221,2476,0.176129,602,55,2,F,tai ping qiao da jie
3517,2221,9759,0.042541,601,30,3,T,er long lu xi jie
3518,2222,4976,0.100604,602,55,2,F,lv ying da jie
3519,2223,8141,0.048492,301,55,3,T,shi ba li dian qiao
3520,2224,2913,0.233573,601,30,2,F,bei yuan lu
3521,2225,4481,0.058986,301,55,3,T,bei si huan zhong lu fu lu
3522,2225,2877,0.137583,301,55,2,F,bei si huan zhong lu fu lu
3523,2226,6672,0.202145,301,55,2,F,de sheng men wai da jie
3524,2227,5267,0.240683,602,55,2,F,dong zhi men wai da jie
3525,2228,2040,0.189279,601,30,3,T,he ping li dong jie
3526,2228,5810,0.151064,601,30,2,F,he ping li dong jie
3527,2229,3447,0.043976,304,55,2,F,None
3528,2229,10471,0.069134,301,55,2,F,an ding men dong da jie
3529,2231,8385,0.015826,601,55,1,None,fu cheng lu bei yi jie
3530,2232,7693,0.012657,302,55,2,F,fu xing lu
3531,2232,2871,0.014104,304,55,2,F,None
3532,2233,8754,0.452066,601,55,1,None,dong guan tou jie
3533,2233,7470,0.378462,601,55,1,None,liu cun lu
3534,2234,6993,0.204513,202,130,2,F,yong ding men wai da jie
3535,2235,9458,0.325722,601,55,0,None,yuan da nan jie
3536,2235,3563,0.550696,601,55,0,None,yuan da nan jie
3537,2235,6918,0.2619,601,55,0,None,yuan da dong lu
3538,2237,10800,0.342217,301,55,3,T,lan dian chang nan lu
3539,2237,2547,0.056554,301,30,3,T,None
3540,2238,6393,0.129945,300,55,2,F,wan quan he qiao
3541,2238,5937,0.006551,300,55,3,T,wan quan he qiao
3542,2239,8808,0.018743,301,30,3,T,dong da qiao lu
3543,2239,7939,0.094045,301,55,2,F,dong da qiao lu
3544,2240,9981,0.076048,601,55,3,T,guang an men wai da jie
3545,2241,9813,0.75519,402,55,2,F,zi zhu yuan lu
3546,2243,4617,0.348506,301,30,3,T,nan si huan dong lu fu lu
3547,2243,3010,0.089428,304,30,0,None,None
3548,2244,4176,0.109723,601,55,0,None,xi xing sheng hu tong
3549,2244,1293,0.17444,601,130,0,None,jin rong da jie
3550,2245,10544,0.10361,602,55,2,F,ma jia pu xi lu
3551,2246,7395,0.01078,604,55,0,None,None
3552,2246,10063,0.040311,602,55,2,F,bei feng wo lu
3553,2247,7417,0.00888,601,30,3,T,zhu shi kou xi da jie
3554,2247,7801,0.020774,401,30,2,F,None
3555,2248,103,0.645047,602,55,2,F,zuo an men nei da jie
3556,2249,9408,0.163793,601,55,1,None,bei li shi lu
3557,2249,4883,0.343054,601,55,1,None,bai wan zhuang da jie
3558,2250,6388,0.026337,402,55,3,T,xin jie kou wai da jie
3559,2251,7070,0.013602,301,55,3,T,xi san huan nan lu fu lu
3560,2251,3862,0.050741,304,55,3,T,None
3561,2252,4513,0.165576,602,55,3,T,hai dian nan lu
3562,2253,10673,0.020522,304,55,3,T,None
3563,2253,7786,0.189242,302,55,2,F,fu xing lu
3564,2254,8904,0.04942,301,30,3,T,yao wa hu qiao
3565,2255,8750,0.015266,604,55,0,None,None
3566,2255,10199,0.061253,602,55,2,F,long xiang lu
3567,2256,5146,0.22803,103,30,2,F,lian hua chi xi lu
3568,2256,6293,0.06729,105,30,3,T,lian hua chi xi lu
3569,2257,5772,0.20104,601,30,2,F,an ding lu
3570,2257,2534,0.013884,604,30,3,T,None
3571,2257,2951,0.0088,604,55,2,F,None
3572,2258,9374,0.112776,602,55,2,F,hai dian zhong jie
3573,2258,7151,0.011978,604,55,2,F,None
3574,2259,3428,0.108399,301,55,2,F,bei san huan xi lu fu lu
3575,2262,4659,0.139758,602,55,2,F,liang ma qiao lu
3576,2262,4164,0.009993,604,55,0,None,None
3577,2263,3208,0.01574,304,130,2,F,None
3578,2263,4417,0.147492,302,130,3,T,fu cheng men wai da jie
3579,2263,7382,0.023961,030a,130,0,None,None
3580,2263,10431,0.011925,604,55,2,F,None
3581,2265,5451,0.00966,604,30,1,None,None
3582,2265,6755,0.15629,602,55,3,T,None
3583,2266,3935,0.007658,604,55,0,None,None
3584,2267,4952,0.024805,401,30,3,T,None
3585,2268,8777,0.050746,601,55,0,None,None
3586,2268,8340,0.011357,600,30,3,T,None
3587,2269,4235,0.247933,601,30,2,F,tai ping qiao da jie
3588,2270,5588,0.044725,301,55,3,T,tong hui he bei lu
3589,2271,6776,0.013563,301,30,2,F,None
3590,2271,3356,0.191545,301,55,2,F,xuan wu men xi da jie
3591,2272,7822,0.260006,102,55,3,T,er huan
3592,2273,7276,0.238196,601,30,2,F,bei chen xi lu
3593,2274,4274,0.208146,301,55,2,F,si hui qiao
3594,2274,6077,0.083616,5,30,2,F,jing tong kuai su gong lu
3595,2275,874,0.010997,604,55,0,None,None
3596,2275,8531,0.304035,601,55,1,None,jin yu chi zhong jie
3597,2275,10614,0.226573,602,55,3,T,tian tan lu
3598,2276,3683,0.010215,604,55,0,None,None
3599,2276,7613,0.184429,601,30,3,T,zhi chun lu
3600,2276,9101,1.115003,601,55,1,None,xin cun jie
3601,2277,8488,0.350493,602,55,3,T,bai yun lu
3602,2277,3406,0.008809,604,55,0,None,None
3603,2278,10819,0.383072,102,55,3,T,de sheng men wai da jie
3604,2278,1470,0.042923,5,30,3,T,jing zang gao su gong lu
3605,2279,10040,0.018684,401,30,3,T,None
3606,2279,6035,0.01465,401,30,2,F,None
3607,2280,6451,0.016059,301,55,3,T,nan si huan zhong lu fu lu
3608,2280,5726,0.152401,304,30,3,T,None
3609,2281,4179,0.093991,301,55,2,F,nan si huan dong lu fu lu
3610,2281,6526,0.087687,105,30,3,T,si huan
3611,2282,5441,0.115073,105,30,3,T,si huan
3612,2282,5850,0.943395,102,130,3,T,si huan
3613,2283,7152,0.072224,601,55,2,F,zi zhu yuan lu
3614,2284,668,0.082205,602,55,2,F,nan heng xi jie
3615,2285,6163,0.005931,304,55,0,None,None
3616,2285,5869,0.362053,301,55,2,F,xi si huan nan lu fu lu
3617,2286,1509,0.006495,301,55,2,F,bei si huan zhong lu fu lu
3618,2286,9798,0.250324,301,55,3,T,bei si huan zhong lu fu lu
3619,2287,10642,0.178592,301,55,3,T,lian hua chi dong lu
3620,2288,7347,0.053075,301,55,1,None,guang an men nan jie
3621,2288,4263,0.298619,602,55,3,T,zao lin qian jie
3622,2290,1432,0.290425,601,30,2,F,fu cheng men wai da jie
3623,2290,6105,0.009125,604,55,1,None,None
3624,2290,4207,0.124725,601,30,3,T,fu cheng men wai da jie
3625,2291,6373,0.391085,602,55,2,F,xue yuan nan lu
3626,2291,4647,0.008711,404,130,2,F,None
3627,2292,1712,0.157434,602,55,2,F,xin dong lu
3628,2292,1811,0.013172,604,55,1,None,None
3629,2292,6375,0.023448,601,55,2,F,zuo jia zhuang nan xie jie
3630,2293,1,0.02714,601,55,1,None,None
3631,2294,2876,0.341119,601,30,3,T,bei jing xi zhan nan lu
3632,2295,1450,0.030893,301,55,3,T,chang ping lu
3633,2295,2503,0.163676,301,30,3,T,ma dian qiao
3634,2296,3869,0.104538,102,55,3,T,er huan
3635,2297,8668,0.041108,304,55,1,None,None
3636,2297,4572,0.017776,301,55,3,T,wan quan he lu
3637,2297,2556,0.026167,301,55,3,T,wan quan he lu
3638,2298,1869,0.085388,301,55,3,T,dong san huan nan lu fu lu
3639,2298,845,0.039746,105,30,2,F,san huan
3640,2299,6101,0.056156,301,55,3,T,nan si huan xi lu fu lu
3641,2299,3294,0.059665,304,55,2,F,None
3642,2299,8493,0.059022,304,55,3,T,None
3643,2300,9356,0.013085,604,30,0,None,None
3644,2300,3950,0.551211,602,55,3,T,nan xin hua jie
3645,2301,5352,0.65896,301,30,3,T,da liu shu lu
3646,2301,10142,0.142051,301,30,3,T,bei gong da lu
3647,2302,4702,0.049501,301,55,2,F,dong zhi men bei da jie
3648,2303,10074,0.081433,601,55,3,T,None
3649,2303,5779,0.021211,604,55,1,None,None
3650,2304,9449,0.093033,601,130,1,None,bei he yan da jie
3651,2305,9091,0.213435,302,55,2,F,fu cheng lu
3652,2305,8595,0.180469,302,55,3,T,fu cheng lu
3653,2305,5141,0.018703,604,55,1,None,None
3654,2306,7049,0.293426,601,55,1,None,guang ming xi jie
3655,2306,7259,0.215486,601,55,1,None,fu guang lu
3656,2306,8813,0.173336,601,55,1,None,guang ming xi jie
3657,2307,2450,0.339284,102,130,2,F,zi zhu yuan lu
3658,2307,8076,0.877817,102,55,3,T,xi zhi men wai da jie
3659,2307,3997,0.041907,105,30,3,T,zi zhu yuan lu
3660,2308,3126,0.321887,601,55,0,None,jiao ting lu
3661,2309,630,0.169761,602,130,3,T,chong wen men wai da jie
3662,2311,1682,0.244813,602,55,2,F,xue yuan nan lu
3663,2312,8688,0.368195,602,55,2,F,xin yuan nan lu
3664,2313,10703,0.198388,402,55,2,F,zi zhu yuan lu
3665,2314,7785,0.071744,602,55,3,T,guang ning bo jie
3666,2315,8757,0.375154,601,30,3,T,tai yang gong nan jie
3667,2316,771,0.023708,401,30,2,F,None
3668,2316,3079,0.045374,402,55,2,F,zhu shi kou dong da jie
3669,2317,10610,0.160221,601,55,1,None,ke xue yuan nan lu
3670,2318,10377,0.00761,301,55,3,T,you an men dong bin he lu
3671,2319,3017,0.008484,604,55,2,F,None
3672,2319,6559,0.718731,601,55,2,F,chao yang lu
3673,2320,6178,0.184613,601,55,3,T,None
3674,2320,9788,0.171102,601,55,1,None,None
3675,2320,8397,0.187999,601,30,3,T,jian guo men qiao
3676,2320,3663,0.341057,601,55,1,None,None
3677,2321,3579,0.305955,105,30,2,F,san huan
3678,2321,5549,0.144658,102,55,2,F,san huan
3679,2322,2291,0.582639,402,130,2,F,zhong guan cun nan da jie
3680,2323,7956,0.020247,300,55,2,F,guang an men qiao
3681,2324,7048,0.099041,301,55,2,F,xi san huan zhong lu fu lu
3682,2324,676,0.242273,301,55,3,T,xi san huan zhong lu fu lu
3683,2325,1637,0.409772,602,55,3,T,xue yuan nan lu
3684,2325,4486,0.009105,604,55,3,T,None
3685,2325,6159,0.011398,602,55,2,F,zao jun miao lu
3686,2326,2190,0.104062,102,55,3,T,san huan
3687,2327,7609,0.011789,602,55,2,F,wan feng lu
3688,2327,9455,0.019051,604,55,1,None,None
3689,2328,8189,0.030061,301,55,3,T,bei si huan zhong lu fu lu
3690,2331,9012,0.207926,601,55,3,T,yong ding men nei da jie
3691,2332,9275,0.254221,601,55,0,None,guang hua bei yi jie
3692,2333,2104,0.150829,601,55,1,None,ma lian dao lu
3693,2334,6792,0.210995,402,130,2,F,zhong guan cun da jie
3694,2335,4577,0.369407,601,55,1,None,bei yang zhuang lu
3695,2335,3171,0.386909,601,55,1,None,hong yan dong lu
3696,2337,1041,0.008376,604,55,0,None,None
3697,2337,8610,0.201991,602,55,3,T,xue yuan nan lu
3698,2337,2687,0.583609,601,55,1,None,None
3699,2338,6141,0.255475,602,55,2,F,yong wai che zhan lu
3700,2338,6381,0.008911,604,55,3,T,None
3701,2338,1853,0.55755,601,55,3,T,nan zhan xing fu lu
3702,2339,10186,0.0303,105,30,3,T,si huan
3703,2339,6599,0.223543,102,130,2,F,si huan
3704,2340,1857,0.042795,304,30,0,None,None
3705,2340,8420,0.092922,301,55,3,T,xi san huan bei lu fu lu
3706,2341,1353,0.268829,602,55,3,T,guang hua lu
3707,2341,8671,0.257597,602,55,2,F,dong da qiao lu
3708,2342,2425,0.238946,402,55,2,F,zi zhu yuan lu
3709,2343,5379,0.03587,602,130,3,T,tian shui yuan jie
3710,2344,2264,0.277668,601,55,1,None,None
3711,2344,4054,0.143906,601,55,0,None,None
3712,2345,7520,0.252867,301,55,2,F,de sheng men wai da jie
3713,2346,7577,0.445027,601,55,1,None,None
3714,2346,1003,0.222043,601,55,1,None,None
3715,2347,5011,0.27539,601,30,2,F,nan san huan zhong lu fu lu
3716,2347,926,0.222358,601,55,1,None,da hong men lu
3717,2348,7029,0.110802,601,30,0,None,None
3718,2349,1312,0.106688,602,55,2,F,san li he dong lu
3719,2350,8450,0.299678,602,30,2,F,pan jia yuan lu
3720,2351,1056,1.053903,601,55,1,None,None
3721,2351,163,0.41763,401,55,1,None,da yang fang lu
3722,2352,2069,0.00881,404,55,1,None,None
3723,2353,10011,0.070651,304,30,3,T,None
3724,2353,7244,0.137015,301,130,3,T,dong san huan bei lu
3725,2353,10342,0.189601,301,55,2,F,dong san huan bei lu
3726,2354,4053,0.089944,602,55,2,F,dong da jie
3727,2355,2548,0.118169,601,55,2,F,None
3728,2355,6822,0.0901,301,55,3,T,xi zhi men wai da jie
3729,2356,8672,0.308381,602,55,2,F,you an men wai da jie
3730,2356,6300,0.01081,604,55,0,None,None
3731,2357,4644,0.008001,304,55,1,None,None
3732,2358,7653,0.15343,802,30,2,F,None
3733,2359,7875,0.027541,401,30,2,F,None
3734,2359,10495,0.01626,601,30,3,T,guang qu men wai da jie
3735,2360,2322,0.018584,404,55,0,None,None
3736,2360,5126,0.318484,402,130,2,F,zhong guan cun nan da jie
3737,2361,10049,0.235309,601,55,2,F,guang an men wai nan jie
3738,2361,5365,0.148684,601,55,1,None,chun shu guan jie
3739,2362,7571,0.040104,302,130,3,T,jian guo men qiao
3740,2362,2612,0.203244,105,55,3,T,er huan
3741,2363,9672,0.142257,601,55,0,None,None
3742,2363,10187,0.056992,602,55,3,T,bing jiao kou hu tong
3743,2364,7328,0.322238,601,55,1,None,yao jia yuan lu
3744,2364,6372,0.008002,604,30,1,None,None
3745,2366,5707,1.153111,102,130,3,T,si huan
3746,2367,9306,0.188588,601,30,2,F,xin jie kou wai da jie
3747,2367,2077,0.520228,601,30,1,None,None
3748,2368,10212,0.010812,301,55,2,F,xuan wu men xi da jie
3749,2369,1034,0.189436,601,55,1,None,mo fang zhong jie
3750,2369,9014,0.122254,601,55,1,None,wu sheng lu
3751,2370,6977,0.236853,402,55,2,F,xiao yun lu
3752,2370,3583,1.051257,601,30,0,None,None
3753,2370,8767,0.008329,404,55,0,None,None
3754,2371,6680,0.077272,301,30,3,T,None
3755,2371,9529,0.057609,301,55,2,F,None
3756,2371,5687,0.136932,105,55,2,F,si huan
3757,2372,1568,0.007091,604,55,2,F,None
3758,2372,9030,0.169439,302,130,3,T,an ding lu
3759,2373,2545,0.011989,604,30,0,None,None
3760,2373,5251,0.159058,402,55,2,F,zi zhu yuan lu
3761,2374,7752,0.088416,301,55,2,F,fu xing lu
3762,2374,4570,0.054443,304,130,2,F,None
3763,2375,9027,0.014202,404,55,2,F,None
3764,2375,853,0.365989,402,55,2,F,chong wen men dong da jie
3765,2376,6339,0.282665,402,55,2,F,di an men xi da jie
3766,2376,10206,0.401452,601,30,3,T,qian hai nan yan
3767,2377,10674,0.015077,301,55,3,T,nan si huan zhong lu fu lu
3768,2377,1495,0.074651,300,55,2,F,None
3769,2378,7865,0.474354,601,55,1,None,yu yuan tan nan lu
3770,2378,7427,0.14035,601,55,1,None,cui wei lu
3771,2379,3478,0.361799,601,55,1,None,qun xing lu
3772,2380,6819,0.121639,602,55,2,F,cai he fang lu
3773,2381,3411,0.160709,601,55,1,None,zhen wu miao lu
3774,2381,188,0.451572,601,55,1,None,zhen wu miao lu er tiao
3775,2382,8839,0.031658,601,30,3,T,nan yuan lu
3776,2383,7848,0.025807,601,30,3,T,shou pa kou qiao
3777,2383,3410,0.034412,601,30,2,F,None
3778,2384,868,0.027003,604,55,0,None,None
3779,2385,9547,0.048836,304,55,1,None,None
3780,2385,4669,0.155045,301,55,3,T,xi si huan nan lu fu lu
3781,2386,8218,0.419666,102,130,2,F,si huan
3782,2386,6317,0.117999,102,130,3,T,si huan
3783,2386,8325,0.029794,105,30,2,F,si huan
3784,2388,4360,0.222919,601,55,1,None,feng tai nan lu
3785,2389,505,0.017557,404,55,3,T,None
3786,2389,10813,0.117528,402,130,3,T,xuan wu men nei da jie
3787,2389,8351,0.016397,404,55,2,F,None
3788,2390,7254,0.147478,301,55,2,F,si yuan qiao
3789,2392,1177,0.069129,601,55,1,None,feng tai dong lu
3790,2392,3577,0.183836,301,55,2,F,nan san huan xi lu fu lu
3791,2393,6664,0.10437,402,130,3,T,cai shi kou da jie
3792,2393,305,0.058533,601,30,2,F,None
3793,2393,7482,0.057626,602,55,2,F,kai yang lu
3794,2393,10377,0.017931,304,55,1,None,None
3795,2394,1258,0.100803,601,30,3,T,chao yang bei lu
3796,2394,99,0.919582,601,55,0,None,ba li zhuang lu
3797,2395,10664,0.846953,103,30,2,F,er huan
3798,2395,4466,0.161483,102,130,3,T,xi zhi men wai da jie
3799,2396,6468,0.24032,602,55,3,T,lan dian chang zhong lu
3800,2396,1673,0.009525,604,55,0,None,None
3801,2396,7468,0.263016,601,55,0,None,lan qing lu
3802,2397,10224,0.050302,601,55,1,None,hai hu lu
3803,2398,2512,0.007913,304,55,1,None,None
3804,2398,482,0.727714,602,55,2,F,yu yuan tan nan lu
3805,2399,557,0.093913,402,55,3,T,guang an men wai da jie
3806,2399,10007,0.206216,601,55,1,None,None
3807,2400,5669,0.230395,602,55,2,F,qi nian da jie
3808,2401,6832,0.27678,602,130,3,T,ling long lu
3809,2401,2082,0.019541,301,130,2,F,xi san huan bei lu fu lu
3810,2402,1673,0.308286,602,55,2,F,lan dian chang zhong lu
3811,2402,8667,0.008864,604,55,3,T,None
3812,2402,4887,0.008221,604,55,2,F,None
3813,2403,10721,0.020043,105,30,3,T,san huan
3814,2403,5604,0.28317,301,55,3,T,ma dian qiao
3815,2403,8501,0.169387,301,30,2,F,ma dian qiao
3816,2404,8609,0.414932,601,55,0,None,None
3817,2405,5009,0.182992,302,130,3,T,jian guo men wai da jie
3818,2406,7785,0.012096,604,130,2,F,None
3819,2406,3358,0.009069,604,55,3,T,None
3820,2407,7912,0.201897,601,55,1,None,None
3821,2407,5143,0.152922,601,55,1,None,None
3822,2408,4058,0.533261,602,130,3,T,nan mo fang lu
3823,2408,2155,0.012168,604,55,2,F,None
3824,2408,5063,0.277248,601,55,1,None,wu sheng lu
3825,2409,4867,0.025907,401,30,2,F,None
3826,2409,5934,0.166679,402,130,3,T,cai shi kou da jie
3827,2410,3917,0.015767,601,55,1,None,jun bo xi lu
3828,2410,542,0.612789,604,55,1,None,None
3829,2411,171,0.137952,301,55,2,F,de sheng men dong da jie
3830,2411,5515,0.107056,105,30,3,T,er huan
3831,2411,1717,0.533375,301,55,3,T,de sheng men dong da jie
3832,2412,4361,0.193614,301,55,2,F,si fang qiao
3833,2413,2696,0.261071,202,55,2,F,jing mi lu
3834,2414,139,0.12229,302,130,3,T,fu cheng men wai da jie
3835,2415,6572,0.078592,105,30,2,F,feng tai bei lu
3836,2416,4046,0.007193,604,55,3,T,None
3837,2416,3263,0.54128,602,55,3,T,jia yuan lu
3838,2417,7917,0.019766,301,55,3,T,xi zhi men nan da jie
3839,2418,6493,0.148016,601,55,2,F,shi ba li dian qiao
3840,2418,2222,0.592818,601,55,1,None,None
3841,2419,6731,0.017547,304,130,1,None,None
3842,2420,2312,0.228176,601,55,1,None,xin yuan jie
3843,2420,4837,0.260171,601,55,1,None,liang ma he nan lu
3844,2421,3906,0.103421,301,55,2,F,bei san huan zhong lu fu lu
3845,2421,1411,0.097377,602,30,3,T,shuang qi gan lu
3846,2422,8538,0.298697,601,30,2,F,bo da lu
3847,2423,2968,0.009836,604,55,1,None,None
3848,2423,2153,0.037864,602,55,3,T,None
3849,2424,6558,0.060044,301,130,3,T,lan dian chang bei lu
3850,2424,4662,0.361181,301,30,2,F,huo qi ying qiao
3851,2425,513,0.052956,401,30,3,T,None
3852,2425,2313,0.04025,402,55,2,F,zi zhu yuan lu
3853,2426,4658,0.094694,301,55,3,T,feng tai bei lu
3854,2426,3899,0.05108,105,30,3,T,feng tai bei lu
3855,2427,8613,0.020657,301,55,2,F,nan san huan dong lu fu lu
3856,2429,6141,0.161558,301,55,3,T,you an men dong bin he lu
3857,2430,696,0.258897,601,55,1,None,None
3858,2430,5462,0.185677,601,55,1,None,None
3859,2431,6995,0.080937,402,55,2,F,xin jie kou wai da jie
3860,2432,6616,0.083806,301,30,3,T,fu xing lu
3861,2432,7087,0.027654,304,55,0,None,None
3862,2433,2521,0.101863,602,55,3,T,jiao zi hu tong
3863,2433,1909,0.00787,604,55,3,T,None
